,width,SRR999253,SRR999254,SRR999255
5318;FBtr0302595,2200,40,56,43
5319;FBtr0079641,2200,107,102,101
532;FBtr0077578,2200,6,2,2
5320;FBtr0339673,2200,106,103,106
5321;FBtr0309700,2200,2,1,3
5322;FBtr0309702,2200,1,1,3
5323;FBtr0309701,2200,2,1,3
5324;FBtr0303390,2200,42,41,40
5325;FBtr0303391,2200,15,14,12
5326;FBtr0079640,2200,86,85,85
5327;FBtr0346463,2200,78,78,78
5328;FBtr0110894,2200,623,605,570
5329;FBtr0335186,2200,65,45,51
533;FBtr0344142,2200,6,2,2
5330;FBtr0079638,2200,65,45,51
5331;FBtr0079639,2200,65,45,51
5332;FBtr0079637,2200,54,37,43
5333;FBtr0335193,2200,52,40,49
5334;FBtr0335192,2200,62,51,59
5335;FBtr0079635,2200,223,171,189
5336;FBtr0079636,2200,223,171,189
5337;FBtr0079633,2200,198,156,167
5338;FBtr0079634,2200,198,156,167
5339;FBtr0079632,2200,316,262,299
534;FBtr0345729,2200,1,2,2
5340;FBtr0079631,2200,185,159,165
5341;FBtr0306170,2200,185,159,165
5342;FBtr0302147,2200,14,17,11
5343;FBtr0302148,2200,14,17,11
5344;FBtr0303109,2200,4,6,2
5345;FBtr0079629,2200,17,24,16
5346;FBtr0079625,2200,14,17,11
5347;FBtr0079626,2200,14,17,11
5348;FBtr0079628,2200,14,17,11
5349;FBtr0301338,2200,14,17,11
535;FBti0019115-RA,2200,0,0,0
5350;FBtr0301339,2200,14,17,11
5351;FBtr0303108,2200,14,17,11
5352;FBtr0332416,2200,14,17,11
5353;FBtr0332417,2200,14,17,11
5354;FBtr0332418,2200,14,17,11
5355;FBtr0079624,2200,572,555,493
5356;FBtr0332368,2200,116,120,105
5357;FBtr0304640,2200,116,120,105
5358;FBtr0306391,2200,3,5,4
5359;FBtr0306392,2200,3,5,4
536;FBtr0340586,2200,0,0,0
5360;FBtr0332360,2200,3,5,4
5361;FBtr0332363,2200,3,5,4
5362;FBtr0332364,2200,3,5,4
5363;FBtr0332365,2200,3,5,4
5364;FBtr0332366,2200,3,5,4
5365;FBtr0332367,2200,3,5,4
5366;FBtr0332361,2200,56,58,61
5367;FBtr0332362,2200,56,58,61
5368;FBtr0079621,2200,3,5,4
5369;FBtr0079620,2200,56,58,61
537;FBtr0301033,2200,0,1,0
5370;FBtr0112836,2200,109,77,110
5371;FBtr0304201,2200,213,193,203
5372;FBtr0304202,2200,213,193,203
5373;FBtr0472703,2200,213,193,203
5374;FBtr0079618,2200,14,15,9
5375;FBtr0330692,2200,12,13,18
5376;FBtr0112835,2200,16,21,19
5377;FBtr0079615,2200,14,15,9
5378;FBtr0330693,2200,6,4,5
5379;FBtr0079617,2200,127,87,127
538;FBtr0340587,2200,0,1,0
5380;FBtr0079616,2200,127,87,127
5381;FBtr0079614,2200,188,165,167
5382;FBtr0079613,2200,65,66,60
5383;FBtr0079612,2200,96,87,95
5384;FBtr0301169,2200,737,712,739
5385;FBtr0301170,2200,737,712,739
5386;FBtr0079609,2200,90,109,92
5387;FBtr0346462,2200,32,31,23
5388;FBtr0345780,2200,47,33,37
5389;FBtr0307092,2200,1610,1393,1459
539;FBtr0340588,2200,0,0,1
5390;FBtr0079608,2200,1610,1393,1459
5391;FBtr0346454,2200,840,720,719
5392;FBtr0079724,2200,840,720,719
5393;FBtr0100541,2200,841,720,719
5394;FBtr0345735,2200,41,30,31
5395;FBtr0079723,2200,148,145,137
5396;FBtr0079722,2200,69,58,58
5397;FBtr0079721,2200,83,67,71
5398;FBtr0331995,2200,181,155,143
5399;FBtr0079720,2200,168,143,130
54;FBtr0301887,2200,259,226,260
540;FBtr0114460,2200,27,17,23
5400;FBtr0079719,2200,147,154,127
5401;FBtr0303800,2200,0,1,0
5402;FBtr0303799,2200,0,0,0
5403;FBtr0079716,2200,0,0,0
5404;FBtr0079715,2200,1,0,1
5405;FBtr0331994,2200,1,0,1
5406;FBtr0079714,2200,1,0,1
5407;FBtr0331993,2200,1,0,1
5408;FBtr0079713,2200,0,0,1
5409;FBtr0331992,2200,223,211,186
541;FBtr0077580,2200,0,0,1
5410;FBtr0079712,2200,242,241,217
5411;FBtr0344057,2200,326,342,314
5412;FBtr0331991,2200,94,83,110
5413;FBtr0079711,2200,96,89,108
5414;FBtr0331990,2200,410,319,387
5415;FBtr0079710,2200,410,319,387
5416;FBtr0079708,2200,19,25,20
5417;FBtr0079707,2200,54,45,48
5418;FBtr0089673,2200,35,49,52
5419;FBtr0340244,2200,35,49,52
542;FBtr0077583,2200,13,7,10
5420;FBtr0340243,2200,35,49,52
5421;FBtr0079704,2200,3,3,6
5422;FBtr0340242,2200,3,1,2
5423;FBtr0079703,2200,41,56,31
5424;FBtr0302160,2200,41,56,31
5425;FBtr0079702,2200,24,16,22
5426;FBtr0079699,2200,50,59,58
5427;FBtr0079700,2200,50,59,58
5428;FBtr0343427,2200,1,1,3
5429;FBtr0079701,2200,1,1,3
543;FBtr0339546,2200,13,7,10
5430;FBtr0343426,2200,36,35,27
5431;FBtr0079698,2200,36,35,27
5432;FBtr0079697,2200,100,75,79
5433;FBtr0079696,2200,60,53,59
5434;FBtr0333419,2200,47,29,29
5435;FBtr0333420,2200,47,29,29
5436;FBtr0079695,2200,47,29,29
5437;FBtr0112744,2200,47,29,29
5438;FBtr0336886,2200,82,83,59
5439;FBtr0112743,2200,25,16,18
544;FBtr0077584,2200,36,32,31
5440;FBtr0112745,2200,25,16,18
5441;FBtr0336885,2200,47,29,29
5442;FBtr0079694,2200,24,18,24
5443;FBtr0332517,2200,1,7,1
5444;FBtr0332518,2200,2,1,0
5445;FBti0019754-RA,2200,8,3,4
5446;FBtr0079753,2200,0,3,1
5447;FBtr0079751,2200,185,169,160
5448;FBtr0079752,2200,157,153,140
5449;FBtr0079750,2200,184,191,170
545;FBtr0113458,2200,11,11,14
5450;FBtr0079747,2200,195,165,168
5451;FBtr0336633,2200,278,239,231
5452;FBtr0079748,2200,6,13,11
5453;FBtr0344784,2200,6,13,9
5454;FBtr0112846,2200,11,6,9
5455;FBtr0340231,2200,12,7,14
5456;FBtr0079746,2200,28,23,24
5457;FBtr0340232,2200,28,23,24
5458;FBtr0079745,2200,17,11,22
5459;FBtr0303868,2200,17,11,22
546;FBtr0339547,2200,0,0,0
5460;FBti0019139-RA,2200,11,4,6
5461;FBtr0345576,2200,0,0,0
5462;FBtr0340230,2200,0,1,0
5463;FBtr0079744,2200,0,1,0
5464;FBtr0302992,2200,0,2,0
5465;FBtr0345752,2200,0,0,0
5466;FBtr0079742,2200,0,0,0
5467;FBtr0079741,2200,0,0,0
5468;FBtr0302991,2200,0,0,0
5469;FBtr0345772,2200,0,0,0
547;FBtr0077586,2200,0,0,0
5470;FBtr0345454,2200,0,0,0
5471;FBtr0347027,2200,0,0,0
5472;FBtr0345754,2200,0,0,0
5473;FBtr0340264,2200,0,0,0
5474;FBtr0347300,2200,18,17,13
5475;FBtr0340263,2200,101,98,92
5476;FBtr0100481,2200,101,98,92
5477;FBtr0299780,2200,146,144,125
5478;FBtr0340262,2200,241,226,214
5479;FBtr0079791,2200,241,226,214
548;FBtr0077587,2200,0,0,0
5480;FBtr0079790,2200,27,29,31
5481;FBtr0079788,2200,17,21,21
5482;FBtr0079789,2200,17,21,21
5483;FBti0063777-RA,2200,98,92,97
5484;FBtr0303885,2200,12,21,26
5485;FBtr0079787,2200,9,7,12
5486;FBtr0113029,2200,1,0,2
5487;FBtr0332188,2200,1,3,1
5488;FBtr0079786,2200,1,3,1
5489;FBtr0332207,2200,2,0,0
549;FBtr0077588,2200,0,0,0
5490;FBtr0332206,2200,2,0,0
5491;FBtr0079784,2200,71,71,55
5492;FBtr0079783,2200,71,71,55
5493;FBtr0079782,2200,8,13,12
5494;FBtr0331454,2200,5,6,6
5495;FBtr0331453,2200,3,3,2
5496;FBtr0339550,2200,42,46,46
5497;FBtr0079781,2200,42,46,46
5498;FBtr0343095,2200,42,46,46
5499;FBtr0079780,2200,42,46,46
55;FBtr0330640,2200,259,226,260
550;FBtr0077589,2200,53,34,60
5500;FBti0019140-RA,2200,1,0,0
5501;FBtr0079779,2200,0,1,0
5502;FBtr0339808,2200,0,1,0
5503;FBtr0079778,2200,0,0,0
5504;FBtr0339809,2200,0,1,0
5505;FBtr0079776,2200,18,13,16
5506;FBtr0079777,2200,18,13,16
5507;FBtr0303881,2200,18,13,16
5508;FBtr0342663,2200,1,1,0
5509;FBtr0079774,2200,41,46,49
551;FBti0019116-RA,2200,0,0,0
5510;FBtr0330220,2200,41,46,49
5511;FBti0019141-RA,2200,24,25,31
5512;FBtr0079820,2200,19,15,11
5513;FBtr0343928,2200,5,8,5
5514;FBtr0079819,2200,5,8,5
5515;FBtr0330023,2200,6,9,6
5516;FBtr0079817,2200,2,2,2
5517;FBtr0079818,2200,2,2,2
5518;FBtr0079816,2200,661,635,559
5519;FBtr0345456,2200,10,4,9
552;FBtr0343236,2200,1,0,0
5520;FBtr0342852,2200,25,31,32
5521;FBtr0343254,2200,0,0,0
5522;FBtr0332598,2200,16,15,15
5523;FBtr0308029,2200,16,15,15
5524;FBti0019142-RA,2200,5,1,4
5525;FBtr0303900,2200,1,7,0
5526;FBtr0079813,2200,1,7,0
5527;FBtr0346623,2200,82,71,64
5528;FBtr0343431,2200,51,41,38
5529;FBtr0079811,2200,82,71,64
553;FBtr0112366,2200,0,0,0
5530;FBtr0091721,2200,0,2,0
5531;FBtr0306169,2200,186,181,147
5532;FBtr0345433,2200,115,122,94
5533;FBtr0079862,2200,186,181,147
5534;FBti0064243-RA,2200,616,646,660
5535;FBtr0079860,2200,22,23,25
5536;FBtr0113030,2200,192,189,173
5537;FBtr0304057,2200,14,17,20
5538;FBtr0079861,2200,49,66,51
5539;FBtr0479942,2200,49,66,51
554;FBtr0077590,2200,2,3,3
5540;FBtr0479943,2200,49,66,51
5541;FBtr0304056,2200,21,22,25
5542;FBtr0335493,2200,19,16,14
5543;FBtr0079857,2200,57,55,55
5544;FBtr0079858,2200,57,55,55
5545;FBtr0346456,2200,3,2,1
5546;FBtr0079856,2200,3,2,1
5547;FBtr0335492,2200,1,0,0
5548;FBtr0079855,2200,1,0,0
5549;FBtr0309975,2200,0,0,0
555;FBtr0077591,2200,9,10,12
5550;FBtr0309976,2200,0,0,0
5551;FBtr0114535,2200,0,0,0
5552;FBtr0079853,2200,0,0,0
5553;FBtr0347488,2200,3,3,1
5554;FBtr0335496,2200,1,5,3
5555;FBtr0079851,2200,315,289,276
5556;FBtr0079852,2200,315,289,276
5557;FBtr0335495,2200,315,289,276
5558;FBtr0339523,2200,31,45,44
5559;FBtr0335508,2200,62,67,64
556;FBtr0343237,2200,9,10,12
5560;FBtr0079849,2200,31,45,44
5561;FBtr0079848,2200,1952,1779,1881
5562;FBtr0335506,2200,162,152,177
5563;FBtr0303908,2200,162,152,177
5564;FBtr0079926,2200,162,152,177
5565;FBtr0079928,2200,162,152,177
5566;FBtr0303909,2200,162,152,177
5567;FBtr0079925,2200,32,26,23
5568;FBtr0079924,2200,374,290,318
5569;FBtr0335505,2200,1,3,1
557;FBtr0077516,2200,0,0,0
5570;FBtr0100831,2200,3,0,1
5571;FBtr0100832,2200,3,0,1
5572;FBti0063899-RA,2200,0,1,2
5573;FBtr0472915,2200,226,194,214
5574;FBtr0472916,2200,226,194,214
5575;FBtr0472917,2200,226,194,214
5576;FBtr0079917,2200,475,516,592
5577;FBtr0331285,2200,475,516,592
5578;FBtr0331286,2200,475,516,592
5579;FBtr0079914,2200,100,119,115
558;FBtr0077517,2200,12,29,20
5580;FBtr0079912,2200,100,119,115
5581;FBtr0079913,2200,100,119,115
5582;FBtr0303898,2200,100,119,115
5583;FBtr0079915,2200,100,119,115
5584;FBtr0079916,2200,100,119,115
5585;FBtr0331284,2200,100,119,115
5586;FBtr0112376,2200,29,20,14
5587;FBtr0079911,2200,32,20,23
5588;FBtr0079906,2200,1323,1110,1109
5589;FBtr0330683,2200,1323,1110,1109
559;FBtr0343238,2200,12,29,20
5590;FBtr0079910,2200,61,42,44
5591;FBtr0079909,2200,69,53,52
5592;FBtr0079908,2200,556,433,468
5593;FBtr0079907,2200,1153,927,961
5594;FBtr0079905,2200,277,255,216
5595;FBtr0330682,2200,277,255,216
5596;FBtr0345436,2200,276,255,216
5597;FBtr0305657,2200,627,615,700
5598;FBtr0300871,2200,218,207,230
5599;FBtr0079902,2200,218,207,230
56;FBtr0340650,2200,774,690,779
560;FBtr0113019,2200,264,259,246
5600;FBtr0079903,2200,218,207,230
5601;FBtr0300866,2200,218,207,230
5602;FBtr0300867,2200,218,207,230
5603;FBtr0300868,2200,218,207,230
5604;FBtr0300869,2200,218,207,230
5605;FBtr0300870,2200,218,207,230
5606;FBtr0290197,2200,218,207,230
5607;FBtr0079901,2200,223,160,169
5608;FBtr0079900,2200,275,230,231
5609;FBtr0445309,2200,232,194,196
561;FBtr0077519,2200,60,56,53
5610;FBtr0079898,2200,0,2,1
5611;FBtr0079897,2200,95,112,103
5612;FBtr0079896,2200,210,183,194
5613;FBtr0331636,2200,210,183,194
5614;FBtr0079895,2200,112,97,101
5615;FBtr0079894,2200,33,22,29
5616;FBtr0331635,2200,33,22,29
5617;FBtr0345615,2200,6,8,9
5618;FBtr0304394,2200,3,8,11
5619;FBtr0304395,2200,3,5,9
562;FBtr0077520,2200,215,199,172
5620;FBtr0472737,2200,3,7,10
5621;FBtr0343747,2200,42,38,43
5622;FBtr0079892,2200,42,38,43
5623;FBtr0079891,2200,205,179,166
5624;FBtr0346717,2200,219,189,169
5625;FBtr0343746,2200,186,189,173
5626;FBtr0309209,2200,138,142,121
5627;FBtr0079890,2200,138,142,121
5628;FBtr0309210,2200,138,142,121
5629;FBtr0309211,2200,138,142,121
563;FBtr0077521,2200,215,199,172
5630;FBtr0329986,2200,138,142,121
5631;FBtr0479838,2200,138,142,121
5632;FBtr0303901,2200,139,153,122
5633;FBtr0079889,2200,1752,1510,1641
5634;FBtr0310483,2200,1752,1510,1641
5635;FBtr0344476,2200,14,17,8
5636;FBtr0079973,2200,7,5,3
5637;FBtr0303883,2200,70,58,61
5638;FBtr0303884,2200,70,58,61
5639;FBtr0308121,2200,70,58,61
564;FBtr0077522,2200,6,6,6
5640;FBtr0303882,2200,70,58,61
5641;FBtr0308122,2200,70,58,61
5642;FBtr0343745,2200,188,185,194
5643;FBtr0079971,2200,0,0,0
5644;FBtr0335510,2200,7,9,13
5645;FBtr0335509,2200,7,9,13
5646;FBtr0079969,2200,3,2,2
5647;FBti0064250-RA,2200,3,7,6
5648;FBtr0339512,2200,6,3,7
5649;FBtr0079966,2200,6,3,7
565;FBtr0333248,2200,5,7,2
5650;FBti0019144-RA,2200,12,9,15
5651;FBti0019145-RA,2200,25,22,30
5652;FBtr0452144,2200,63,70,70
5653;FBtr0079964,2200,3,2,6
5654;FBtr0079962,2200,2114,1888,1834
5655;FBtr0112350,2200,288,242,256
5656;FBtr0079960,2200,104,74,68
5657;FBtr0079959,2200,113,86,91
5658;FBtr0079958,2200,82,48,56
5659;FBtr0303907,2200,547,507,503
566;FBtr0114524,2200,5,8,2
5660;FBtr0079957,2200,547,507,503
5661;FBtr0303905,2200,547,507,503
5662;FBtr0303906,2200,547,507,503
5663;FBtr0343608,2200,547,507,503
5664;FBtr0343610,2200,547,507,503
5665;FBtr0343609,2200,508,454,480
5666;FBtr0343607,2200,150,115,121
5667;FBtr0079955,2200,150,115,121
5668;FBtr0079956,2200,150,115,121
5669;FBtr0079953,2200,119,112,96
567;FBtr0345781,2200,2,3,4
5670;FBtr0079954,2200,119,112,96
5671;FBtr0301973,2200,114,91,99
5672;FBtr0301974,2200,114,91,99
5673;FBtr0080088,2200,686,662,684
5674;FBtr0303904,2200,686,662,684
5675;FBtr0333412,2200,686,662,684
5676;FBtr0300982,2200,228,196,239
5677;FBtr0302378,2200,231,196,244
5678;FBtr0080087,2200,211,186,235
5679;FBtr0080086,2200,191,180,161
568;FBtr0345782,2200,1,1,2
5680;FBtr0089900,2200,121,107,142
5681;FBtr0089901,2200,121,107,142
5682;FBtr0089902,2200,121,107,142
5683;FBtr0089904,2200,359,314,358
5684;FBtr0089905,2200,359,314,358
5685;FBtr0301521,2200,359,314,358
5686;FBtr0300562,2200,359,314,358
5687;FBtr0333411,2200,535,409,423
5688;FBtr0080079,2200,535,409,423
5689;FBtr0080078,2200,213,197,192
569;FBtr0333249,2200,1,0,0
5690;FBtr0080076,2200,39,43,46
5691;FBtr0333410,2200,39,45,49
5692;FBtr0080077,2200,39,43,46
5693;FBtr0080075,2200,4,6,12
5694;FBtr0303903,2200,4,6,12
5695;FBtr0300408,2200,656,595,641
5696;FBtr0080074,2200,44,47,49
5697;FBtr0080073,2200,256,232,240
5698;FBtr0080070,2200,7,8,14
5699;FBtr0080072,2200,104,97,105
57;FBtr0078119,2200,797,718,804
570;FBtr0077524,2200,494,270,419
5700;FBtr0080071,2200,7,8,14
5701;FBti0064262-RA,2200,99,91,102
5702;FBtr0345746,2200,211,197,206
5703;FBtr0080066,2200,211,197,206
5704;FBtr0343612,2200,853,716,655
5705;FBtr0080065,2200,853,716,655
5706;FBtr0343611,2200,853,716,655
5707;FBtr0344857,2200,333,300,299
5708;FBtr0080064,2200,345,321,312
5709;FBtr0080063,2200,524,511,529
571;FBtr0345289,2200,651,356,544
5710;FBtr0331670,2200,542,530,542
5711;FBtr0080062,2200,870,804,796
5712;FBtr0331669,2200,157,168,183
5713;FBtr0080061,2200,186,186,200
5714;FBtr0080060,2200,5,5,1
5715;FBtr0331666,2200,5,5,1
5716;FBtr0331668,2200,5,5,1
5717;FBtr0331667,2200,2,1,2
5718;FBtr0080059,2200,391,382,343
5719;FBtr0113033,2200,357,303,332
572;FBtr0345565,2200,158,172,125
5720;FBtr0452145,2200,357,303,332
5721;FBtr0301049,2200,10,8,10
5722;FBtr0333005,2200,10,8,10
5723;FBtr0112592,2200,1,0,1
5724;FBtr0080055,2200,218,189,176
5725;FBtr0332198,2200,52,44,57
5726;FBtr0080054,2200,52,44,57
5727;FBtr0089855,2200,235,211,235
5728;FBtr0332197,2200,132,109,114
5729;FBtr0080052,2200,132,109,114
573;FBtr0345566,2200,60,57,38
5730;FBtr0080051,2200,187,162,199
5731;FBtr0346784,2200,1739,1628,1544
5732;FBtr0345435,2200,229,191,213
5733;FBtr0080050,2200,219,182,203
5734;FBtr0304111,2200,67,52,69
5735;FBtr0091657,2200,10,12,4
5736;FBtr0100253,2200,10,12,4
5737;FBtr0331643,2200,10,12,4
5738;FBti0064263-RA,2200,55,41,57
5739;FBtr0080047,2200,47,45,44
574;FBtr0077525,2200,107,89,90
5740;FBtr0333490,2200,159,130,143
5741;FBtr0080046,2200,159,130,143
5742;FBtr0304118,2200,426,392,378
5743;FBtr0080044,2200,207,182,167
5744;FBtr0080043,2200,133,105,114
5745;FBtr0345773,2200,2,4,3
5746;FBtr0100097,2200,31,36,29
5747;FBtr0080042,2200,25,36,25
5748;FBtr0321259,2200,175,155,122
5749;FBtr0080039,2200,11,9,5
575;FBtr0333250,2200,107,89,90
5750;FBtr0080040,2200,11,9,5
5751;FBtr0080041,2200,11,9,5
5752;FBtr0337008,2200,11,9,5
5753;FBtr0080038,2200,166,173,166
5754;FBtr0080037,2200,110,101,104
5755;FBtr0080035,2200,59,38,51
5756;FBtr0080036,2200,59,38,51
5757;FBtr0304138,2200,59,38,51
5758;FBtr0080135,2200,932,765,797
5759;FBtr0347405,2200,49,47,46
576;FBtr0333251,2200,0,0,0
5760;FBtr0347403,2200,105,95,91
5761;FBtr0347404,2200,49,47,46
5762;FBtr0347406,2200,49,47,46
5763;FBtr0342714,2200,49,46,52
5764;FBtr0080132,2200,2,3,5
5765;FBtr0304115,2200,2,3,5
5766;FBtr0112352,2200,4,2,0
5767;FBtr0301005,2200,4,2,0
5768;FBtr0301006,2200,4,2,0
5769;FBti0019146-RA,2200,2,5,1
577;FBtr0077526,2200,0,0,0
5770;FBtr0080131,2200,0,1,0
5771;FBtr0331373,2200,0,0,2
5772;FBtr0336852,2200,54,38,37
5773;FBtr0336851,2200,111,110,100
5774;FBtr0080130,2200,111,110,100
5775;FBtr0336850,2200,90,71,93
5776;FBtr0080129,2200,125,117,119
5777;FBtr0080128,2200,1,4,0
5778;FBtr0080127,2200,578,715,538
5779;FBtr0345617,2200,23,17,19
578;FBtr0089937,2200,3,6,2
5780;FBtr0080125,2200,23,17,19
5781;FBtr0080124,2200,10,7,3
5782;FBtr0340248,2200,10,7,3
5783;FBtr0340247,2200,0,0,0
5784;FBtr0080123,2200,0,0,0
5785;FBtr0080122,2200,104,91,95
5786;FBtr0080121,2200,50,35,34
5787;FBtr0080120,2200,83,61,68
5788;FBtr0080119,2200,728,652,664
5789;FBtr0080118,2200,50,45,35
579;FBtr0077529,2200,8,3,4
5790;FBtr0340246,2200,50,45,35
5791;FBtr0080117,2200,50,45,35
5792;FBtr0445459,2200,20,21,29
5793;FBtr0445461,2200,20,21,29
5794;FBtr0445460,2200,20,21,29
5795;FBtr0333492,2200,83,60,64
5796;FBtr0080116,2200,97,71,81
5797;FBtr0080115,2200,83,60,64
5798;FBtr0345437,2200,76,56,53
5799;FBtr0080191,2200,12,7,7
58;FBtr0078122,2200,171,144,173
580;FBtr0339568,2200,0,0,1
5800;FBtr0333491,2200,12,7,7
5801;FBtr0080189,2200,18,24,17
5802;FBtr0290245,2200,18,24,17
5803;FBtr0290246,2200,18,24,17
5804;FBtr0342586,2200,7,1,2
5805;FBtr0342585,2200,21,15,14
5806;FBtr0343888,2200,2,1,0
5807;FBtr0080188,2200,522,562,574
5808;FBtr0100489,2200,522,562,574
5809;FBtr0080187,2200,67,72,78
581;FBtr0077530,2200,4,2,2
5810;FBtr0301710,2200,67,72,78
5811;FBtr0309697,2200,615,588,595
5812;FBtr0309699,2200,597,568,577
5813;FBtr0309698,2200,615,590,596
5814;FBtr0100838,2200,0,0,0
5815;FBtr0100836,2200,779,727,787
5816;FBtr0100837,2200,779,727,787
5817;FBtr0080184,2200,4645,4265,4243
5818;FBtr0332030,2200,4645,4265,4243
5819;FBtr0305260,2200,451,445,385
582;FBtr0077531,2200,9,6,5
5820;FBtr0080183,2200,439,437,382
5821;FBtr0100584,2200,440,434,382
5822;FBtr0332029,2200,440,434,382
5823;FBtr0080182,2200,440,434,382
5824;FBtr0080181,2200,59,53,64
5825;FBtr0080180,2200,187,177,193
5826;FBtr0332028,2200,0,2,0
5827;FBti0019147-RA,2200,0,2,0
5828;FBtr0305259,2200,0,1,2
5829;FBtr0080178,2200,0,1,2
583;FBtr0344768,2200,9,6,5
5830;FBtr0340560,2200,0,1,2
5831;FBtr0340559,2200,0,0,0
5832;FBtr0340558,2200,0,0,0
5833;FBtr0080177,2200,0,0,0
5834;FBti0064297-RA,2200,0,0,0
5835;FBtr0346573,2200,0,0,0
5836;FBtr0301184,2200,0,0,1
5837;FBtr0340557,2200,0,0,0
5838;FBtr0080175,2200,0,0,1
5839;FBtr0340553,2200,507,467,481
584;FBtr0339569,2200,0,0,0
5840;FBtr0340554,2200,507,467,481
5841;FBtr0340556,2200,3,6,2
5842;FBtr0340555,2200,7,5,1
5843;FBtr0080172,2200,109,103,81
5844;FBtr0340552,2200,60,71,46
5845;FBtr0080170,2200,69,89,73
5846;FBtr0080171,2200,69,89,73
5847;FBtr0340551,2200,69,89,73
5848;FBtr0340550,2200,95,89,102
5849;FBtr0080169,2200,94,86,101
585;FBtr0332221,2200,0,0,0
5850;FBtr0080168,2200,1238,1059,1119
5851;FBtr0305994,2200,516,465,442
5852;FBtr0080167,2200,510,459,434
5853;FBtr0110872,2200,516,465,442
5854;FBtr0080166,2200,59,56,63
5855;FBtr0340227,2200,59,56,63
5856;FBti0064312-RA,2200,0,2,0
5857;FBtr0112793,2200,484,433,437
5858;FBtr0080165,2200,924,780,754
5859;FBtr0340226,2200,256,194,201
586;FBtr0332222,2200,0,0,0
5860;FBtr0080164,2200,256,194,201
5861;FBtr0080163,2200,257,197,201
5862;FBtr0080162,2200,17,15,16
5863;FBtr0346761,2200,55,47,48
5864;FBtr0331197,2200,13,8,13
5865;FBtr0080161,2200,5,4,6
5866;FBtr0347160,2200,13,8,13
5867;FBtr0343624,2200,5,4,6
5868;FBtr0392913,2200,0,0,0
5869;FBtr0346574,2200,142,129,115
587;FBtr0339570,2200,0,0,0
5870;FBtr0080234,2200,68,54,70
5871;FBtr0301761,2200,68,54,70
5872;FBtr0114455,2200,32,19,31
5873;FBtr0343623,2200,32,19,31
5874;FBtr0080232,2200,212,237,207
5875;FBtr0080231,2200,212,237,207
5876;FBtr0080230,2200,148,116,154
5877;FBtr0306139,2200,148,116,154
5878;FBtr0080229,2200,7,11,7
5879;FBtr0080228,2200,14,13,11
588;FBtr0339571,2200,4,2,2
5880;FBtr0080227,2200,17,22,14
5881;FBtr0080226,2200,25,20,27
5882;FBtr0080225,2200,68,65,83
5883;FBtr0344786,2200,76,77,102
5884;FBtr0112856,2200,0,0,1
5885;FBtr0343625,2200,0,0,1
5886;FBtr0346610,2200,0,0,1
5887;FBtr0080224,2200,0,1,0
5888;FBtr0343627,2200,0,1,0
5889;FBtr0080222,2200,595,565,535
589;FBtr0077532,2200,9,6,8
5890;FBti0064313-RA,2200,370,300,277
5891;FBtr0306386,2200,12,9,9
5892;FBtr0343617,2200,23,18,17
5893;FBtr0300115,2200,12,9,9
5894;FBtr0343615,2200,12,9,9
5895;FBtr0310280,2200,41,35,27
5896;FBtr0310279,2200,23,18,17
5897;FBtr0310281,2200,23,18,17
5898;FBtr0343616,2200,23,18,17
5899;FBtr0300536,2200,12,9,9
59;FBtr0306341,2200,171,144,173
590;FBti0019117-RA,2200,4,4,1
5900;FBtr0343618,2200,13,8,10
5901;FBtr0080216,2200,13,8,10
5902;FBtr0332563,2200,1,3,3
5903;FBti0059794-RA,2200,3,3,3
5904;FBtr0332202,2200,0,0,0
5905;FBtr0332203,2200,0,0,0
5906;FBtr0332204,2200,0,0,0
5907;FBtr0332205,2200,0,0,0
5908;FBtr0336865,2200,277,213,251
5909;FBtr0080214,2200,0,0,0
591;FBtr0302391,2200,14,6,15
5910;FBtr0308751,2200,0,0,0
5911;FBti0059795-RA,2200,0,0,0
5912;FBti0059820-RA,2200,0,0,0
5913;FBtr0342590,2200,0,0,0
5914;FBtr0342589,2200,0,0,0
5915;FBtr0345463,2200,0,0,0
5916;FBtr0345464,2200,0,0,0
5917;FBtr0080251,2200,0,0,0
5918;FBtr0344212,2200,0,0,0
5919;FBtr0344213,2200,0,0,0
592;FBtr0339572,2200,14,6,15
5920;FBtr0089913,2200,5,3,2
5921;FBtr0343619,2200,5,3,2
5922;FBtr0080248,2200,4,8,7
5923;FBtr0080247,2200,12,7,10
5924;FBtr0336630,2200,12,7,10
5925;FBtr0336631,2200,12,7,10
5926;FBtr0080246,2200,12,7,10
5927;FBtr0080245,2200,16,11,10
5928;FBtr0305602,2200,1771,1681,1644
5929;FBtr0345719,2200,363,332,314
593;FBtr0300300,2200,195,173,159
5930;FBtr0080242,2200,363,332,314
5931;FBtr0321293,2200,363,332,314
5932;FBtr0336629,2200,19,12,16
5933;FBtr0080241,2200,19,12,16
5934;FBtr0303212,2200,0,0,0
5935;FBtr0303211,2200,0,0,0
5936;FBti0019150-RA,2200,0,0,0
5937;FBtr0340564,2200,0,0,0
5938;FBti0059821-RA,2200,0,1,1
5939;FBti0019151-RA,2200,1,0,0
594;FBtr0300301,2200,183,161,150
5940;FBtr0080271,2200,3,4,2
5941;FBtr0080272,2200,3,4,2
5942;FBtr0305324,2200,3,4,2
5943;FBtr0080270,2200,9,14,18
5944;FBtr0340563,2200,34,20,29
5945;FBti0019757-RA,2200,26,21,10
