,width,SRR999253,SRR999254,SRR999255
17002;FBtr0073296,2200,234,184,231
17003;FBtr0073297,2200,1369,1369,1454
17004;FBtr0113141,2200,1384,1378,1465
17005;FBtr0073298,2200,1326,1241,1241
17006;FBtr0073300,2200,85,91,81
17007;FBtr0073299,2200,85,91,81
17008;FBtr0073301,2200,1271,1310,1329
17009;FBtr0073302,2200,1,3,0
1701;FBtr0089738,2200,628,507,556
17010;FBtr0290123,2200,1,3,0
17011;FBtr0333964,2200,1,3,0
17012;FBti0020035-RA,2200,0,0,0
17013;FBtr0303003,2200,0,0,0
17014;FBtr0303004,2200,0,0,1
17015;FBtr0303005,2200,1,0,2
17016;FBtr0073306,2200,0,0,0
17017;FBtr0331399,2200,3,1,2
17018;FBtr0073308,2200,52,40,59
17019;FBtr0073309,2200,52,40,59
1702;FBtr0089736,2200,628,507,556
17020;FBtr0304987,2200,96,80,92
17021;FBtr0073310,2200,97,79,92
17022;FBtr0113143,2200,97,79,92
17023;FBtr0113142,2200,2,3,1
17024;FBtr0301098,2200,11,16,9
17025;FBtr0301096,2200,11,16,9
17026;FBtr0301097,2200,38,41,39
17027;FBtr0333583,2200,38,41,39
17028;FBtr0333584,2200,38,41,39
17029;FBtr0333585,2200,38,41,39
1703;FBtr0089735,2200,628,507,556
17030;FBtr0344807,2200,38,41,39
17031;FBtr0301095,2200,176,152,192
17032;FBtr0304988,2200,176,152,192
17033;FBtr0302941,2200,1,1,2
17034;FBtr0073317,2200,32,34,37
17035;FBtr0073344,2200,23,18,22
17036;FBtr0346852,2200,1,2,0
17037;FBtr0112461,2200,16,22,31
17038;FBtr0073345,2200,2,6,4
17039;FBtr0332738,2200,2,6,4
1704;FBtr0089737,2200,628,507,556
17040;FBtr0073346,2200,1,4,2
17041;FBtr0332739,2200,5,1,4
17042;FBtr0347101,2200,7,2,5
17043;FBtr0347102,2200,3,6,2
17044;FBtr0332741,2200,1,0,2
17045;FBtr0332740,2200,1,0,2
17046;FBtr0073347,2200,2,2,1
17047;FBtr0346559,2200,8,6,5
17048;FBtr0340663,2200,3,3,3
17049;FBtr0340664,2200,3,3,3
1705;FBtr0079983,2200,547,415,430
17050;FBtr0073348,2200,69,57,60
17051;FBtr0289982,2200,0,0,0
17052;FBtr0289983,2200,0,0,0
17053;FBtr0073352,2200,0,4,1
17054;FBtr0073353,2200,12,12,15
17055;FBti0020037-RA,2200,2,0,0
17056;FBtr0073354,2200,43,31,34
17057;FBtr0345597,2200,43,31,34
17058;FBtr0331423,2200,43,31,34
17059;FBtr0479763,2200,43,31,34
1706;FBtr0079984,2200,251,224,211
17060;FBtr0346416,2200,10,3,6
17061;FBti0063074-RA,2200,23,40,36
17062;FBti0020039-RA,2200,17,23,21
17063;FBti0063624-RA,2200,0,0,0
17064;FBti0020040-RA,2200,2,5,4
17065;FBtr0479932,2200,3,3,2
17066;FBtr0077163,2200,3,0,0
17067;FBtr0331804,2200,28,16,20
17068;FBtr0077164,2200,68,59,45
17069;FBtr0330151,2200,68,59,45
1707;FBtr0079985,2200,98,96,93
17070;FBtr0344957,2200,205,185,169
17071;FBtr0077165,2200,235,198,209
17072;FBtr0077166,2200,78,66,69
17073;FBtr0077167,2200,219,167,177
17074;FBtr0331805,2200,219,167,177
17075;FBtr0344225,2200,219,167,177
17076;FBtr0077168,2200,163,131,140
17077;FBtr0077169,2200,42,26,43
17078;FBtr0077171,2200,38,36,34
17079;FBtr0346560,2200,0,0,0
1708;FBtr0079986,2200,128,109,137
17080;FBtr0077142,2200,0,0,0
17081;FBtr0077143,2200,83,75,67
17082;FBtr0306086,2200,468,406,384
17083;FBtr0077144,2200,468,406,384
17084;FBtr0077145,2200,190,137,153
17085;FBtr0340642,2200,136,106,129
17086;FBtr0344298,2200,104,81,90
17087;FBtr0340643,2200,104,81,90
17088;FBtr0346562,2200,0,0,0
17089;FBtr0333611,2200,10,10,11
1709;FBtr0344031,2200,334,307,295
17090;FBtr0333612,2200,10,10,11
17091;FBtr0290012,2200,20,19,14
17092;FBti0063660-RA,2200,0,0,0
17093;FBtr0333613,2200,0,0,0
17094;FBtr0340645,2200,2,1,1
17095;FBtr0077083,2200,116,91,116
17096;FBtr0077084,2200,93,71,71
17097;FBtr0077085,2200,4,6,2
17098;FBtr0077086,2200,1,0,0
17099;FBtr0345902,2200,1,0,0
171;FBtr0078015,2200,1292,1152,1134
1710;FBtr0344785,2200,334,307,295
17100;FBtr0077088,2200,111,81,68
17101;FBtr0077089,2200,18,13,12
17102;FBtr0331806,2200,18,13,12
17103;FBtr0345593,2200,18,13,12
17104;FBtr0331807,2200,15,12,8
17105;FBtr0331808,2200,5,5,8
17106;FBtr0331809,2200,65,73,70
17107;FBtr0077090,2200,1,0,0
17108;FBtr0330122,2200,69,77,71
17109;FBtr0340654,2200,69,77,71
1711;FBtr0079987,2200,432,349,295
17110;FBtr0346962,2200,43,36,34
17111;FBtr0340655,2200,43,36,34
17112;FBtr0452139,2200,43,36,34
17113;FBtr0112712,2200,71,87,80
17114;FBtr0330123,2200,71,87,80
17115;FBtr0340656,2200,71,87,80
17116;FBtr0452138,2200,71,87,80
17117;FBtr0330125,2200,71,87,80
17118;FBtr0112708,2200,345,407,369
17119;FBtr0330124,2200,233,277,281
1712;FBtr0079988,2200,654,595,612
17120;FBtr0330126,2200,98,88,108
17121;FBtr0112709,2200,98,88,108
17122;FBtr0112710,2200,98,88,108
17123;FBtr0340657,2200,29,20,28
17124;FBtr0114349,2200,37,42,27
17125;FBtr0077095,2200,453,408,407
17126;FBtr0306259,2200,453,408,407
17127;FBtr0077096,2200,37,37,44
17128;FBtr0077098,2200,184,201,209
17129;FBtr0346853,2200,656,551,625
1713;FBtr0079989,2200,20,14,8
17130;FBtr0077100,2200,165,115,145
17131;FBtr0307975,2200,134,107,123
17132;FBtr0307976,2200,134,107,123
17133;FBtr0077101,2200,79,91,82
17134;FBtr0330128,2200,79,91,82
17135;FBtr0330127,2200,72,93,85
17136;FBtr0077103,2200,72,93,85
17137;FBtr0347274,2200,58,61,69
17138;FBtr0091710,2200,58,61,69
17139;FBtr0091711,2200,58,61,69
1714;FBtr0079990,2200,20,14,8
17140;FBtr0299940,2200,58,61,69
17141;FBtr0299941,2200,58,61,69
17142;FBtr0445398,2200,58,61,69
17143;FBtr0091709,2200,59,73,72
17144;FBtr0114577,2200,153,159,160
17145;FBtr0299616,2200,32,36,20
17146;FBtr0299617,2200,36,37,25
17147;FBtr0077112,2200,246,192,228
17148;FBtr0310533,2200,246,192,228
17149;FBtr0310534,2200,246,192,228
1715;FBtr0079991,2200,10,6,2
17150;FBtr0077025,2200,0,0,0
17151;FBtr0331562,2200,1,0,1
17152;FBtr0300903,2200,1,0,1
17153;FBtr0077027,2200,0,1,2
17154;FBtr0330086,2200,0,1,2
17155;FBtr0077029,2200,4,4,6
17156;FBtr0077030,2200,4,12,1
17157;FBtr0331563,2200,6,1,1
17158;FBtr0113148,2200,6,1,1
17159;FBti0020043-RA,2200,8,10,9
1716;FBtr0331665,2200,10,6,2
17160;FBtr0345042,2200,48,57,44
17161;FBtr0077032,2200,93,80,82
17162;FBtr0330118,2200,90,61,70
17163;FBtr0091475,2200,209,167,184
17164;FBtr0306383,2200,209,167,184
17165;FBtr0330119,2200,209,167,184
17166;FBtr0091478,2200,148,109,115
17167;FBtr0091477,2200,101,77,82
17168;FBtr0091476,2200,169,122,130
17169;FBtr0077037,2200,29,38,33
1717;FBtr0079992,2200,380,356,383
17170;FBtr0077038,2200,0,0,0
17171;FBtr0344586,2200,0,0,0
17172;FBtr0077039,2200,0,1,0
17173;FBtr0077040,2200,0,1,1
17174;FBtr0077041,2200,1,0,1
17175;FBtr0077042,2200,1,0,1
17176;FBti0063675-RA,2200,0,0,0
17177;FBtr0077043,2200,5,10,10
17178;FBtr0333390,2200,5,10,10
17179;FBtr0345907,2200,0,1,0
1718;FBtr0333097,2200,295,243,269
17180;FBtr0077044,2200,2,0,1
17181;FBtr0299610,2200,8,10,8
17182;FBtr0077047,2200,59,64,63
17183;FBtr0332059,2200,125,134,132
17184;FBtr0077048,2200,125,134,132
17185;FBtr0332060,2200,125,134,132
17186;FBtr0077049,2200,76,89,74
17187;FBtr0345594,2200,76,89,74
17188;FBtr0332061,2200,139,124,122
17189;FBtr0332063,2200,139,124,122
1719;FBtr0079993,2200,264,212,234
17190;FBtr0332064,2200,139,124,122
17191;FBtr0332062,2200,139,124,122
17192;FBtr0301446,2200,88,67,63
17193;FBtr0301447,2200,88,67,63
17194;FBtr0301448,2200,88,67,63
17195;FBtr0077054,2200,99,77,90
17196;FBtr0273355,2200,99,77,90
17197;FBtr0347000,2200,99,77,90
17198;FBtr0347001,2200,99,77,90
17199;FBtr0077055,2200,18,18,9
172;FBtr0334793,2200,409,344,418
1720;FBtr0333098,2200,264,212,234
17200;FBtr0347134,2200,64,68,64
17201;FBtr0479725,2200,64,68,64
17202;FBtr0347135,2200,64,68,64
17203;FBtr0479726,2200,64,68,64
17204;FBtr0479728,2200,64,68,64
17205;FBtr0479727,2200,12,9,16
17206;FBti0063676-RA,2200,192,175,169
17207;FBti0063688-RA,2200,0,0,2
17208;FBtr0076990,2200,0,1,0
17209;FBtr0333581,2200,0,1,0
1721;FBtr0079994,2200,145,142,159
17210;FBtr0076991,2200,21,15,18
17211;FBti0063677-RA,2200,48,45,38
17212;FBtr0076992,2200,47,45,38
17213;FBtr0076993,2200,0,0,0
17214;FBti0063680-RA,2200,0,0,0
17215;FBtr0076994,2200,0,1,0
17216;FBtr0076995,2200,0,1,0
17217;FBtr0076996,2200,0,0,0
17218;FBtr0076997,2200,0,0,0
17219;FBtr0076998,2200,278,231,259
1722;FBtr0079996,2200,264,219,222
17220;FBtr0331788,2200,278,231,259
17221;FBtr0306821,2200,105,82,77
17222;FBtr0306822,2200,96,72,70
17223;FBtr0076999,2200,64,69,73
17224;FBtr0077001,2200,311,221,237
17225;FBtr0077000,2200,311,221,237
17226;FBtr0333059,2200,311,221,237
17227;FBtr0077002,2200,308,217,233
17228;FBtr0077003,2200,540,539,515
17229;FBtr0347286,2200,4,4,8
1723;FBtr0310098,2200,264,219,222
17230;FBti0020047-RA,2200,9,5,12
17231;FBtr0305900,2200,0,3,2
17232;FBtr0344809,2200,0,0,0
17233;FBti0063700-RA,2200,0,1,0
17234;FBtr0077004,2200,0,0,0
17235;FBtr0077005,2200,0,0,1
17236;FBtr0077006,2200,0,0,1
17237;FBtr0300314,2200,8,3,4
17238;FBtr0303270,2200,3,0,3
17239;FBti0059769-RA,2200,18,15,15
1724;FBtr0079998,2200,310,258,260
17240;FBtr0303036,2200,55,61,44
17241;FBtr0076968,2200,63,56,46
17242;FBtr0301562,2200,63,56,46
17243;FBtr0347096,2200,4,10,10
17244;FBtr0076969,2200,1,1,1
17245;FBtr0307510,2200,209,196,171
17246;FBtr0307511,2200,209,196,171
17247;FBtr0076971,2200,209,196,171
17248;FBtr0076972,2200,209,196,171
17249;FBtr0076973,2200,209,196,171
1725;FBtr0310115,2200,317,252,261
17250;FBtr0076974,2200,209,196,171
17251;FBtr0344294,2200,209,196,171
17252;FBtr0076970,2200,209,196,171
17253;FBtr0076976,2200,0,0,0
17254;FBtr0076977,2200,11,8,5
17255;FBtr0076978,2200,69,73,72
17256;FBtr0474136,2200,69,73,72
17257;FBtr0076981,2200,60,72,60
17258;FBtr0076980,2200,14,15,10
17259;FBtr0330184,2200,13,15,13
1726;FBtr0079999,2200,172,131,117
17260;FBtr0076982,2200,13,8,9
17261;FBtr0345398,2200,0,0,0
17262;FBtr0345399,2200,0,0,0
17263;FBtr0076942,2200,21,39,42
17264;FBtr0333072,2200,1,2,0
17265;FBtr0345864,2200,1,3,2
17266;FBtr0076943,2200,93,106,89
17267;FBtr0330060,2200,96,106,86
17268;FBtr0076944,2200,64,54,72
17269;FBtr0330059,2200,64,54,72
1727;FBtr0080000,2200,9,15,10
17270;FBtr0346998,2200,64,54,72
17271;FBtr0346999,2200,64,54,72
17272;FBtr0345911,2200,64,54,72
17273;FBti0020054-RA,2200,1,2,2
17274;FBti0020055-RA,2200,4,2,4
17275;FBtr0076894,2200,0,1,1
17276;FBtr0345860,2200,0,2,0
17277;FBtr0333079,2200,21,22,21
17278;FBtr0333077,2200,21,22,21
17279;FBtr0333078,2200,21,22,21
1728;FBtr0332189,2200,9,15,10
17280;FBtr0333080,2200,21,22,21
17281;FBtr0113150,2200,154,170,171
17282;FBtr0333081,2200,1384,1396,1403
17283;FBtr0333082,2200,1192,1229,1251
17284;FBtr0076896,2200,1139,1181,1202
17285;FBtr0076897,2200,118,91,95
17286;FBtr0076898,2200,131,96,117
17287;FBtr0076899,2200,21,26,12
17288;FBtr0076900,2200,0,0,0
17289;FBtr0301105,2200,45,37,49
1729;FBtr0080001,2200,152,126,147
17290;FBtr0301108,2200,45,37,49
17291;FBtr0301111,2200,45,37,49
17292;FBtr0301113,2200,45,37,49
17293;FBtr0301114,2200,45,37,49
17294;FBtr0306638,2200,45,37,49
17295;FBtr0309957,2200,45,37,49
17296;FBtr0339904,2200,45,37,49
17297;FBtr0339905,2200,45,37,49
17298;FBtr0301106,2200,187,183,180
17299;FBtr0301107,2200,187,183,180
173;FBtr0078016,2200,156,153,134
1730;FBtr0332190,2200,152,126,147
17300;FBtr0301109,2200,187,183,180
17301;FBtr0301110,2200,187,183,180
17302;FBtr0301958,2200,187,183,180
17303;FBtr0339903,2200,187,183,180
17304;FBtr0308094,2200,71,44,63
17305;FBtr0076906,2200,35,22,26
17306;FBtr0076908,2200,35,22,26
17307;FBtr0076905,2200,35,22,26
17308;FBtr0076909,2200,2,4,0
17309;FBtr0091533,2200,35,30,27
1731;FBtr0080002,2200,55,45,59
17310;FBtr0113469,2200,35,30,27
17311;FBtr0076912,2200,72,48,54
17312;FBtr0076913,2200,4,0,2
17313;FBtr0345590,2200,4,0,2
17314;FBtr0076914,2200,0,0,4
17315;FBtr0301218,2200,0,0,4
17316;FBtr0076915,2200,53,56,49
17317;FBtr0076916,2200,81,90,79
17318;FBtr0100141,2200,363,324,342
17319;FBtr0302044,2200,363,324,342
1732;FBtr0302490,2200,55,45,59
17320;FBtr0333373,2200,363,324,342
17321;FBtr0076918,2200,130,131,102
17322;FBtr0273402,2200,130,131,102
17323;FBtr0345855,2200,1,0,0
17324;FBtr0345856,2200,1,0,0
17325;FBtr0076833,2200,0,0,0
17326;FBtr0333366,2200,0,0,0
17327;FBtr0076834,2200,6,5,7
17328;FBtr0076835,2200,956,810,911
17329;FBtr0333367,2200,949,805,910
1733;FBtr0080003,2200,225,234,247
17330;FBtr0076836,2200,91,79,97
17331;FBtr0309296,2200,131,101,101
17332;FBtr0309297,2200,131,101,101
17333;FBtr0076837,2200,3,3,1
17334;FBtr0076838,2200,5,5,9
17335;FBtr0299693,2200,748,668,680
17336;FBtr0076839,2200,748,668,680
17337;FBtr0299690,2200,748,668,680
17338;FBtr0299691,2200,748,668,680
17339;FBtr0299692,2200,748,668,680
1734;FBtr0332191,2200,195,166,183
17340;FBtr0344452,2200,748,668,680
17341;FBtr0344453,2200,748,668,680
17342;FBtr0076844,2200,94,89,85
17343;FBtr0076842,2200,111,113,105
17344;FBtr0076841,2200,111,113,105
17345;FBtr0076843,2200,111,113,105
17346;FBtr0076845,2200,111,113,105
17347;FBtr0076846,2200,206,161,178
17348;FBtr0302045,2200,206,161,178
17349;FBtr0332729,2200,206,161,178
1735;FBtr0080004,2200,179,146,159
17350;FBtr0346855,2200,179,160,187
17351;FBtr0346844,2200,125,122,124
17352;FBtr0346843,2200,126,121,122
17353;FBtr0076847,2200,579,484,500
17354;FBtr0076848,2200,317,278,290
17355;FBtr0302545,2200,317,278,290
17356;FBtr0076849,2200,317,278,290
17357;FBtr0302544,2200,317,278,290
17358;FBtr0302543,2200,339,285,298
17359;FBtr0332730,2200,337,281,299
1736;FBtr0332192,2200,179,146,159
17360;FBti0020059-RA,2200,30,24,21
17361;FBtr0333404,2200,47,44,49
17362;FBtr0076851,2200,60,56,63
17363;FBtr0301611,2200,60,56,63
17364;FBtr0331849,2200,60,56,63
17365;FBtr0331850,2200,60,56,63
17366;FBtr0332724,2200,5,0,0
17367;FBtr0076852,2200,5,2,4
17368;FBtr0273419,2200,3,8,1
17369;FBtr0076854,2200,0,0,0
1737;FBtr0332193,2200,280,283,246
17370;FBtr0076855,2200,0,0,0
17371;FBtr0091959,2200,3,2,1
17372;FBtr0300248,2200,2,2,8
17373;FBti0064226-RA,2200,1,1,3
17374;FBtr0076857,2200,38,23,26
17375;FBtr0332797,2200,47,48,46
17376;FBtr0302557,2200,0,0,0
17377;FBtr0302558,2200,0,0,0
17378;FBtr0302559,2200,0,0,0
17379;FBtr0346505,2200,0,0,0
1738;FBtr0080005,2200,280,283,246
17380;FBtr0346506,2200,0,0,0
17381;FBtr0299721,2200,0,0,0
17382;FBtr0332798,2200,0,0,0
17383;FBtr0332799,2200,0,0,0
17384;FBtr0076862,2200,0,0,0
17385;FBtr0306820,2200,0,0,0
17386;FBtr0076789,2200,0,0,0
17387;FBtr0332140,2200,0,1,1
17388;FBti0020060-RA,2200,94,57,73
17389;FBtr0076791,2200,21,20,20
1739;FBtr0080006,2200,23,32,31
17390;FBtr0076792,2200,21,20,20
17391;FBtr0290025,2200,21,20,20
17392;FBtr0290026,2200,21,20,20
17393;FBtr0305073,2200,21,20,20
17394;FBtr0332141,2200,21,20,20
17395;FBtr0332142,2200,21,20,20
17396;FBtr0332143,2200,21,20,20
17397;FBtr0332144,2200,101,89,91
17398;FBtr0076793,2200,217,206,207
17399;FBtr0076794,2200,596,571,560
174;FBtr0334794,2200,128,120,110
1740;FBtr0080007,2200,12,21,28
17400;FBtr0076797,2200,596,571,560
17401;FBtr0076798,2200,596,571,560
17402;FBtr0112941,2200,596,571,560
17403;FBtr0331833,2200,596,571,560
17404;FBtr0331835,2200,596,571,560
17405;FBtr0331836,2200,596,571,560
17406;FBtr0331834,2200,596,571,560
17407;FBtr0076795,2200,68,42,52
17408;FBtr0076796,2200,155,107,133
17409;FBtr0331837,2200,155,107,133
1741;FBtr0332194,2200,12,21,28
17410;FBtr0331838,2200,155,107,133
17411;FBtr0290277,2200,2,1,1
17412;FBtr0301221,2200,2,1,1
17413;FBtr0301222,2200,2,1,1
17414;FBtr0331839,2200,2,1,1
17415;FBtr0331840,2200,2,1,1
17416;FBtr0076801,2200,0,1,0
17417;FBtr0089850,2200,2,4,5
17418;FBtr0334064,2200,6,5,3
17419;FBtr0089849,2200,32,33,28
1742;FBtr0332196,2200,191,168,202
17420;FBtr0089851,2200,3,5,6
17421;FBtr0114350,2200,249,196,192
17422;FBtr0076805,2200,0,1,0
17423;FBtr0076806,2200,0,1,0
17424;FBtr0076807,2200,56,54,52
17425;FBtr0076808,2200,100,86,65
17426;FBtr0076809,2200,44,35,33
17427;FBtr0331171,2200,44,35,33
17428;FBtr0346865,2200,44,35,33
17429;FBtr0334644,2200,44,35,33
1743;FBtr0080008,2200,191,168,202
17430;FBtr0076810,2200,124,116,112
17431;FBtr0334059,2200,234,196,178
17432;FBtr0076811,2200,81,75,79
17433;FBtr0334645,2200,84,77,80
17434;FBtr0334646,2200,84,77,80
17435;FBtr0100225,2200,98,93,96
17436;FBtr0076746,2200,9,8,10
17437;FBtr0339897,2200,9,8,10
17438;FBti0020062-RA,2200,4,5,3
17439;FBtr0076747,2200,45,34,37
1744;FBtr0474232,2200,191,168,202
17440;FBtr0076748,2200,30,15,21
17441;FBtr0076749,2200,127,110,105
17442;FBti0020063-RA,2200,95,68,66
17443;FBtr0076750,2200,202,175,197
17444;FBtr0076751,2200,2,1,0
17445;FBtr0076752,2200,21,27,21
17446;FBtr0076753,2200,144,146,146
17447;FBtr0076755,2200,202,171,175
17448;FBtr0076756,2200,202,171,175
17449;FBtr0076757,2200,202,171,175
1745;FBtr0332195,2200,191,168,202
17450;FBtr0076758,2200,202,171,175
17451;FBtr0076759,2200,202,171,175
17452;FBtr0474156,2200,202,171,175
17453;FBtr0076754,2200,202,171,175
17454;FBtr0333223,2200,202,171,175
17455;FBtr0346915,2200,164,150,162
17456;FBtr0346916,2200,16,15,10
17457;FBtr0304998,2200,8,4,3
17458;FBtr0333948,2200,14,10,10
17459;FBtr0304993,2200,16,14,11
1746;FBtr0080009,2200,273,264,244
17460;FBtr0304996,2200,13,9,9
17461;FBtr0304995,2200,69,54,54
17462;FBtr0304999,2200,69,54,54
17463;FBtr0304997,2200,69,54,54
17464;FBtr0479895,2200,430,431,400
17465;FBtr0304994,2200,263,247,233
17466;FBtr0076683,2200,298,295,308
17467;FBtr0076684,2200,115,110,121
17468;FBtr0333949,2200,115,110,121
17469;FBtr0334615,2200,115,110,121
1747;FBtr0080010,2200,273,264,244
17470;FBtr0304442,2200,125,105,102
17471;FBtr0304441,2200,125,105,102
17472;FBtr0304443,2200,130,109,105
17473;FBtr0076685,2200,164,151,156
17474;FBtr0076687,2200,209,232,206
17475;FBtr0346546,2200,145,123,133
17476;FBtr0076688,2200,401,339,293
17477;FBtr0076689,2200,20,22,24
17478;FBtr0076690,2200,19,7,6
17479;FBtr0346917,2200,148,133,131
1748;FBtr0080011,2200,273,264,244
17480;FBtr0346918,2200,191,155,172
17481;FBtr0346547,2200,77,65,69
17482;FBtr0076691,2200,104,83,86
17483;FBtr0076692,2200,104,83,86
17484;FBtr0321319,2200,104,83,86
17485;FBtr0321321,2200,104,83,86
17486;FBtr0321320,2200,104,83,86
17487;FBtr0076693,2200,104,83,86
17488;FBtr0076694,2200,276,241,267
17489;FBtr0076695,2200,312,275,265
1749;FBtr0080012,2200,273,264,244
17490;FBtr0332137,2200,312,275,265
17491;FBtr0076697,2200,4,5,5
17492;FBtr0076698,2200,2,6,2
17493;FBtr0307388,2200,13,22,20
17494;FBtr0076699,2200,36,38,47
17495;FBtr0076700,2200,2,1,0
17496;FBtr0076701,2200,0,0,0
17497;FBtr0333623,2200,0,0,0
17498;FBtr0299841,2200,0,0,0
17499;FBtr0299839,2200,0,0,0
175;FBtr0078017,2200,128,119,103
1750;FBtr0304113,2200,273,264,244
17500;FBtr0333589,2200,0,0,0
17501;FBtr0299840,2200,9,14,12
17502;FBtr0333590,2200,9,14,12
17503;FBtr0331832,2200,7,10,15
17504;FBtr0076705,2200,25,27,25
17505;FBtr0076706,2200,223,196,200
17506;FBtr0076707,2200,94,82,75
17507;FBtr0076708,2200,7,8,8
17508;FBtr0112767,2200,2,5,3
17509;FBtr0333056,2200,2,5,3
1751;FBtr0331639,2200,273,264,244
17510;FBtr0112768,2200,37,47,41
17511;FBtr0076601,2200,0,0,0
17512;FBtr0076602,2200,12,13,4
17513;FBtr0076603,2200,61,55,58
17514;FBtr0076604,2200,154,123,149
17515;FBtr0113153,2200,128,91,109
17516;FBtr0076605,2200,167,130,160
17517;FBtr0076607,2200,3,2,0
17518;FBtr0076606,2200,3,2,0
17519;FBtr0333057,2200,3,2,0
1752;FBtr0304112,2200,273,264,244
17520;FBtr0076608,2200,11,18,17
17521;FBtr0307376,2200,10,6,12
17522;FBtr0332983,2200,10,6,12
17523;FBti0064311-RA,2200,44,26,45
17524;FBtr0307377,2200,50,38,55
17525;FBtr0307378,2200,50,38,55
17526;FBtr0076611,2200,76,49,61
17527;FBtr0076610,2200,78,49,61
17528;FBtr0076612,2200,26,19,27
17529;FBtr0076613,2200,61,40,50
1753;FBtr0331638,2200,273,264,244
17530;FBtr0076614,2200,42,41,39
17531;FBtr0076615,2200,42,41,39
17532;FBtr0076619,2200,243,231,216
17533;FBtr0305696,2200,243,231,216
17534;FBtr0305697,2200,243,231,216
17535;FBtr0305698,2200,243,231,216
17536;FBtr0305699,2200,243,231,216
17537;FBtr0333048,2200,243,231,216
17538;FBtr0333049,2200,243,231,216
17539;FBtr0076616,2200,353,357,326
1754;FBtr0080013,2200,136,133,145
17540;FBtr0076618,2200,353,357,326
17541;FBtr0076620,2200,100,77,85
17542;FBtr0076621,2200,40,39,45
17543;FBtr0333055,2200,40,39,45
17544;FBtr0333054,2200,40,39,45
17545;FBtr0076622,2200,178,166,149
17546;FBtr0076623,2200,328,281,275
17547;FBtr0076624,2200,64,53,61
17548;FBtr0331418,2200,64,53,61
17549;FBtr0345601,2200,64,53,61
1755;FBtr0331637,2200,136,133,145
17550;FBtr0331417,2200,6,8,11
17551;FBtr0301629,2200,203,170,165
17552;FBtr0076626,2200,203,170,165
17553;FBtr0305211,2200,5,15,9
17554;FBtr0305210,2200,5,15,9
17555;FBtr0333107,2200,5,15,9
17556;FBtr0305212,2200,34,31,25
17557;FBtr0333108,2200,34,31,25
17558;FBtr0333109,2200,34,31,25
17559;FBtr0333105,2200,15,13,16
1756;FBtr0080014,2200,213,182,198
17560;FBtr0333106,2200,14,14,15
17561;FBtr0333110,2200,434,441,442
17562;FBtr0304250,2200,212,158,196
17563;FBtr0304251,2200,212,160,197
17564;FBtr0472764,2200,218,175,208
17565;FBtr0340707,2200,68,50,47
17566;FBtr0304809,2200,64,41,49
17567;FBtr0304810,2200,64,41,49
17568;FBtr0304811,2200,64,41,49
17569;FBtr0304813,2200,64,41,49
1757;FBtr0336967,2200,88,72,81
17570;FBtr0304815,2200,64,41,49
17571;FBtr0333111,2200,64,41,49
17572;FBtr0333112,2200,64,41,49
17573;FBtr0333113,2200,64,41,49
17574;FBtr0304807,2200,28,43,31
17575;FBtr0304808,2200,38,67,34
17576;FBtr0304814,2200,38,67,34
17577;FBtr0304812,2200,257,221,279
17578;FBtr0076633,2200,315,342,361
17579;FBtr0076634,2200,311,288,292
1758;FBtr0336968,2200,88,72,81
17580;FBtr0076635,2200,853,712,760
17581;FBtr0076636,2200,144,128,126
17582;FBtr0076637,2200,144,128,126
17583;FBtr0300194,2200,144,128,126
17584;FBtr0330165,2200,144,128,126
17585;FBtr0076638,2200,381,369,369
17586;FBtr0076639,2200,10,9,9
17587;FBtr0089561,2200,63,59,57
17588;FBtr0301158,2200,63,59,57
17589;FBtr0301157,2200,63,59,57
1759;FBtr0331641,2200,192,189,152
17590;FBtr0089563,2200,28,23,26
17591;FBtr0089568,2200,28,23,26
17592;FBtr0301154,2200,28,23,26
17593;FBtr0301156,2200,28,23,26
17594;FBtr0089564,2200,108,96,105
17595;FBtr0089562,2200,108,96,105
17596;FBtr0089567,2200,108,96,105
17597;FBtr0089565,2200,108,96,105
17598;FBtr0089566,2200,108,96,105
17599;FBtr0076567,2200,128,142,136
176;FBtr0334795,2200,128,119,103
1760;FBtr0080017,2200,192,189,152
17600;FBtr0076568,2200,883,806,732
17601;FBtr0273328,2200,22065,18959,19026
17602;FBtr0100153,2200,2,4,6
17603;FBtr0076569,2200,25,21,41
17604;FBtr0340661,2200,3,0,1
17605;FBtr0333887,2200,103,90,95
17606;FBtr0076570,2200,85,79,71
17607;FBtr0076571,2200,19,18,21
17608;FBtr0076572,2200,0,2,2
17609;FBtr0076573,2200,0,0,0
1761;FBtr0080016,2200,192,189,152
17610;FBtr0076574,2200,0,0,0
17611;FBtr0333888,2200,4,3,3
17612;FBtr0333889,2200,10,10,9
17613;FBtr0076576,2200,11,11,15
17614;FBtr0306632,2200,80,68,67
17615;FBtr0302086,2200,12,8,4
17616;FBtr0302085,2200,12,8,4
17617;FBtr0302583,2200,12,8,4
17618;FBtr0302584,2200,12,8,4
17619;FBtr0306630,2200,12,8,4
1762;FBtr0080018,2200,255,239,244
17620;FBtr0306631,2200,12,8,4
17621;FBti0020071-RA,2200,135,112,132
17622;FBtr0112727,2200,1,0,0
17623;FBtr0303231,2200,0,0,0
17624;FBtr0076580,2200,0,0,1
17625;FBtr0303232,2200,0,1,1
17626;FBtr0475216,2200,0,1,1
17627;FBtr0076582,2200,0,1,0
17628;FBtr0076583,2200,42,45,36
