,width,SRR999253,SRR999254,SRR999255
1;NM_001110622.3,2200,0,1,0
10;NM_001258476.2,2200,40,31,37
100;NM_001272138.1,2200,147,123,148
1000;NM_167020.2,2200,8,5,11
10000;NM_143232.3,2200,0,2,0
10001;NM_170281.2,2200,0,0,0
10002;NM_143233.3,2200,0,0,0
10003;NM_170282.2,2200,0,0,0
10004;NM_143234.2,2200,0,1,0
10005;NM_143235.3,2200,0,0,0
10006;NM_143237.4,2200,15,20,27
10007;NM_143241.2,2200,20,18,21
10008;NM_170284.2,2200,20,18,21
10009;NM_170285.2,2200,20,18,21
1001;NM_131955.2,2200,8,5,11
10010;NM_144002.3,2200,64,54,68
10011;NM_001300618.1,2200,1,0,0
10012;NM_144003.4,2200,13,6,9
10013;NM_001300617.1,2200,14,7,12
10014;NM_143243.4,2200,14,8,12
10015;NM_001300619.1,2200,14,8,12
10016;NM_143245.3,2200,3,0,0
10017;NR_125274.1,2200,0,0,0
10018;NR_144652.1,2200,0,0,1
10019;NR_144651.1,2200,0,0,1
1002;NM_001297939.1,2200,18,19,16
10020;NM_170287.3,2200,29,20,12
10021;NM_001276066.2,2200,29,20,12
10022;NM_079794.3,2200,29,20,12
10023;NR_003904.1,2200,25,22,26
10024;NR_133464.1,2200,16,17,16
10025;NM_143250.3,2200,167,146,144
10026;NM_079795.3,2200,77,59,54
10027;NM_001276068.1,2200,77,59,54
10028;NM_143253.2,2200,104,118,116
10029;NM_143254.3,2200,88,81,74
1003;NM_131960.2,2200,0,2,2
10030;NM_079798.3,2200,47,37,43
10031;NM_001276070.1,2200,47,37,43
10032;NM_001104469.3,2200,19,19,21
10033;NM_001260394.2,2200,19,19,21
10034;NM_001276072.1,2200,19,19,21
10035;NM_144487.3,2200,19,19,21
10036;NM_001363935.1,2200,5,2,5
10037;NM_001363936.1,2200,5,2,5
10038;NM_143256.2,2200,371,357,353
10039;NM_143257.3,2200,31,26,30
1004;NM_131962.2,2200,0,0,0
10040;NM_001170277.2,2200,15,14,13
10041;NM_143259.3,2200,15,14,13
10042;NM_001347791.1,2200,101,116,95
10043;NM_143260.3,2200,101,116,95
10044;NM_001276074.1,2200,6,10,6
10045;NM_170300.2,2200,6,10,6
10046;NM_170301.2,2200,6,10,6
10047;NM_170302.2,2200,6,10,6
10048;NM_170303.2,2200,6,10,6
10049;NM_143262.3,2200,0,1,1
1005;NM_001169196.3,2200,17,12,9
10050;NM_001300624.1,2200,2,4,0
10051;NM_001300623.1,2200,2,4,0
10052;NM_079801.4,2200,2,4,0
10053;NM_170306.3,2200,0,0,0
10054;NM_143742.3,2200,34,23,19
10055;NM_001104471.2,2200,5,2,2
10056;NM_001276075.1,2200,25,33,23
10057;NM_001276076.1,2200,10,8,6
10058;NM_143271.3,2200,10,8,6
10059;NM_143274.2,2200,8,4,3
1006;NM_001169197.3,2200,17,12,9
10060;NM_143275.3,2200,114,98,78
10061;NM_001369985.1,2200,13,7,12
10062;NM_143277.3,2200,24,8,20
10063;NR_125275.1,2200,48,45,47
10064;NM_143280.3,2200,46,46,42
10065;NM_170317.2,2200,46,46,42
10066;NM_143282.4,2200,40,38,49
10067;NM_143283.1,2200,35,30,42
10068;NM_001170278.2,2200,342,291,302
10069;NM_001170279.2,2200,342,291,302
1007;NM_001297940.1,2200,17,12,9
10070;NM_143702.4,2200,342,291,302
10071;NM_143286.3,2200,1506,1348,1392
10072;NM_170318.3,2200,1506,1348,1392
10073;NM_143287.2,2200,103,91,97
10074;NM_001104474.1,2200,108,98,94
10075;NM_170321.3,2200,49,39,44
10076;NM_001202373.2,2200,271,256,272
10077;NM_170326.4,2200,271,256,272
10078;NM_170327.4,2200,127,113,117
10079;NM_143290.2,2200,4,6,7
1008;NM_131963.2,2200,30,27,16
10080;NR_133465.1,2200,114,106,105
10081;NM_170329.2,2200,12,12,4
10082;NM_057647.4,2200,83,74,58
10083;NM_057648.4,2200,83,74,58
10084;NR_074063.1,2200,115,124,118
10085;NM_001276082.1,2200,15,20,21
10086;NM_143294.3,2200,15,20,21
10087;NM_143295.4,2200,60,57,62
10088;NM_001104477.2,2200,180,147,166
10089;NM_170332.2,2200,180,147,166
1009;NM_131966.2,2200,83,80,67
10090;NM_170333.2,2200,180,147,166
10091;NM_170331.3,2200,249,183,227
10092;NM_143296.3,2200,249,183,227
10093;NM_143298.2,2200,12,13,9
10094;NM_057811.4,2200,168,126,157
10095;NR_125277.1,2200,1,1,0
10096;NM_143303.3,2200,0,1,0
10097;NM_001260404.1,2200,1,1,0
10098;NR_133466.1,2200,6,5,12
10099;NM_001260407.1,2200,0,0,0
101;NM_143676.2,2200,147,123,148
1010;NM_131968.5,2200,15,19,20
10100;NM_143305.3,2200,0,0,0
10101;NM_143306.3,2200,0,0,1
10102;NM_001300633.1,2200,0,0,1
10103;NM_143307.2,2200,0,0,0
10104;NM_001276083.1,2200,0,0,1
10105;NM_143310.3,2200,0,0,0
10106;NR_125279.1,2200,0,1,0
10107;NM_170334.1,2200,0,0,0
10108;NM_079807.3,2200,2,0,0
10109;NM_170335.1,2200,1,0,1
1011;NM_001297941.1,2200,15,19,20
10110;NM_080260.4,2200,183,161,173
10111;NM_001202374.2,2200,62,62,57
10112;NM_001276085.2,2200,77,73,70
10113;NM_001276086.2,2200,77,73,70
10114;NM_143316.4,2200,6,6,1
10115;NM_170344.2,2200,109,103,79
10116;NM_079809.3,2200,98,89,73
10117;NM_170343.2,2200,77,72,68
10118;NM_143319.4,2200,11,11,7
10119;NM_001276093.1,2200,26,27,33
1012;NM_001103409.2,2200,32,39,37
10120;NM_001276094.1,2200,26,27,33
10121;NM_001276095.1,2200,26,27,33
10122;NM_001276096.1,2200,26,27,33
10123;NM_143320.4,2200,26,27,33
10124;NM_143321.3,2200,358,367,355
10125;NM_143322.2,2200,233,159,179
10126;NM_143323.4,2200,0,1,3
10127;NM_001260411.1,2200,20,18,19
10128;NM_001276097.2,2200,0,1,0
10129;NM_143324.3,2200,4,4,3
1013;NM_001297942.1,2200,32,39,37
10130;NM_001276098.1,2200,248,233,204
10131;NM_079810.5,2200,246,232,203
10132;NM_001276099.1,2200,246,232,203
10133;NM_170350.2,2200,237,227,193
10134;NM_001038984.3,2200,87,76,72
10135;NM_079811.4,2200,24,23,22
10136;NM_001300641.1,2200,5,9,12
10137;NA,2200,6,0,3
10138;NM_079812.2,2200,4,0,4
10139;NM_143335.2,2200,0,0,0
1014;NM_131970.1,2200,64,55,61
10140;NM_079813.3,2200,96,71,88
10141;NM_079814.3,2200,471,385,399
10142;NR_003905.1,2200,1333,1131,1158
10143;NM_143340.4,2200,1895,1620,1622
10144;NM_001260414.2,2200,1484,1226,1254
10145;NM_170358.2,2200,52,50,38
10146;NM_170359.3,2200,52,50,38
10147;NM_143342.2,2200,43,37,37
10148;NM_001170280.2,2200,50,34,44
10149;NM_001276101.1,2200,50,34,44
1015;NM_001297943.1,2200,72,54,64
10150;NM_001276102.1,2200,50,34,44
10151;NM_170361.3,2200,50,34,44
10152;NM_143344.3,2200,188,187,176
10153;NM_143346.3,2200,40,27,25
10154;NA,2200,1,0,2
10155;NM_143348.4,2200,2,1,0
10156;NR_156785.1,2200,0,0,0
10157;NM_001170283.3,2200,9,15,9
10158;NM_001300644.1,2200,69,70,68
10159;NM_143352.4,2200,69,70,68
1016;NM_167024.3,2200,69,71,64
10160;NM_001276103.1,2200,69,70,68
10161;NM_001276104.1,2200,69,70,68
10162;NR_133470.1,2200,0,0,0
10163;NM_001104483.3,2200,19,26,20
10164;NM_001170284.3,2200,19,26,20
10165;NM_001316621.1,2200,19,26,20
10166;NM_001170285.3,2200,19,26,20
10167;NR_133473.1,2200,7,4,3
10168;NM_001104484.2,2200,0,0,0
10169;NM_001104485.1,2200,1,1,4
1017;NM_001297946.1,2200,69,71,64
10170;NM_080160.3,2200,1,0,0
10171;NM_079815.3,2200,1,0,1
10172;NM_143357.3,2200,0,0,0
10173;NR_133475.1,2200,128,118,101
10174;NM_001170287.3,2200,116,89,85
10175;NM_143361.6,2200,116,89,85
10176;NM_170367.3,2200,116,89,85
10177;NM_079816.4,2200,0,0,0
10178;NM_143362.3,2200,33,31,32
10179;NM_001276106.1,2200,33,31,32
1018;NM_001169198.2,2200,69,71,64
10180;NM_143363.3,2200,0,0,0
10181;NM_001170288.1,2200,0,0,0
10182;NM_079817.3,2200,0,0,0
10183;NM_001276107.1,2200,0,0,2
10184;NR_048505.1,2200,50,44,62
10185;NR_048504.2,2200,50,44,62
10186;NR_125283.1,2200,0,0,0
10187;NM_170370.2,2200,160,128,122
10188;NM_170371.2,2200,160,128,122
10189;NM_170373.2,2200,162,160,128
1019;NM_001169200.2,2200,69,71,64
10190;NM_170372.2,2200,162,160,128
10191;NM_079819.3,2200,162,160,128
10192;NM_170374.2,2200,162,160,128
10193;NR_003906.1,2200,305,322,325
10194;NR_003907.1,2200,307,324,326
10195;NR_003908.1,2200,305,319,324
10196;NR_003909.1,2200,279,297,300
10197;NR_003910.1,2200,280,297,301
10198;NR_003911.1,2200,234,246,254
10199;NR_003912.1,2200,304,332,328
102;NM_001272141.1,2200,222,194,198
1020;NM_080337.3,2200,69,71,64
10200;NM_143366.3,2200,698,597,707
10201;NM_143368.3,2200,139,131,133
10202;NM_206578.2,2200,0,0,0
10203;NM_143370.2,2200,10,9,6
10204;NM_143371.2,2200,8,14,11
10205;NM_001202376.1,2200,16,8,11
10206;NM_001276111.1,2200,16,8,11
10207;NM_170376.1,2200,16,8,11
10208;NM_001260422.1,2200,61,60,70
10209;NM_001260421.1,2200,3,0,2
1021;NM_001169201.2,2200,64,64,59
10210;NM_143372.2,2200,673,717,635
10211;NM_001276112.2,2200,673,717,635
10212;NR_125284.1,2200,1,0,0
10213;NM_001104486.1,2200,0,0,0
10214;NM_143376.1,2200,0,0,0
10215;NM_144012.3,2200,1,0,0
10216;NM_001104488.3,2200,45,32,56
10217;NM_143377.4,2200,45,32,56
10218;NM_170377.3,2200,45,32,56
10219;NM_176576.3,2200,45,32,56
1022;NM_001169199.2,2200,60,58,60
10220;NM_001104487.2,2200,42,32,53
10221;NR_002503.1,2200,74,77,81
10222;NM_001276115.1,2200,69,45,56
10223;NM_143379.3,2200,69,45,56
10224;NM_001144646.2,2200,56,54,64
10225;NM_001276118.1,2200,56,55,68
10226;NM_001276119.1,2200,56,55,68
10227;NM_001276120.1,2200,56,55,68
10228;NM_170379.5,2200,56,55,68
10229;NM_143384.2,2200,460,443,525
1023;NR_133515.1,2200,1,1,0
10230;NM_143386.3,2200,215,177,203
10231;NM_143388.2,2200,19,30,21
10232;NM_143389.3,2200,66,74,67
10233;NM_001043300.3,2200,218,207,251
10234;NM_001144649.2,2200,218,207,251
10235;NM_001014680.4,2200,218,207,251
10236;NM_001144648.3,2200,218,207,251
10237;NM_001144650.1,2200,114,106,130
10238;NM_001014682.3,2200,114,106,130
10239;NM_001043299.3,2200,114,106,130
1024;NM_131973.3,2200,0,0,0
10240;NM_001382085.1,2200,114,106,130
10241;NM_001014678.3,2200,40,44,31
10242;NM_001014681.4,2200,174,181,178
10243;NM_001043298.2,2200,174,181,178
10244;NM_001260424.1,2200,174,181,178
10245;NM_001014679.2,2200,290,254,252
10246;NM_001260425.1,2200,302,282,283
10247;NM_176581.4,2200,302,282,283
10248;NM_143391.4,2200,1471,1252,1387
10249;NR_125285.1,2200,77,60,77
1025;NM_001297947.1,2200,0,0,0
10250;NR_125287.1,2200,0,1,2
10251;NM_143396.3,2200,2,2,4
10252;NM_143398.4,2200,15,6,8
10253;NR_125288.1,2200,152,141,160
10254;NM_143401.3,2200,77,59,59
10255;NM_001170296.2,2200,216,184,181
10256;NM_001300647.1,2200,216,184,181
10257;NM_079821.4,2200,216,184,181
10258;NM_001300648.1,2200,165,168,162
10259;NM_143403.4,2200,1300,1193,1399
1026;NM_167026.4,2200,3,7,2
10260;NM_143404.2,2200,103,76,71
10261;NM_143405.1,2200,278,221,192
10262;NM_001300649.1,2200,152,116,101
10263;NM_143406.2,2200,153,116,102
10264;NM_143407.3,2200,16,13,6
10265;NM_143409.4,2200,110,101,92
10266;NM_001276122.1,2200,110,101,92
10267;NM_001276124.1,2200,89,71,71
10268;NM_001276123.1,2200,8,16,6
10269;NR_125289.1,2200,4,3,3
1027;NM_001169202.2,2200,3,7,2
10270;NM_170388.2,2200,242,224,243
10271;NM_170386.2,2200,242,224,243
10272;NM_170387.2,2200,253,223,245
10273;NM_143411.4,2200,354,301,326
10274;NM_143412.3,2200,1017,913,913
10275;NM_143413.2,2200,49,47,51
10276;NM_170389.2,2200,49,46,49
10277;NM_170390.2,2200,49,46,49
10278;NM_001170298.2,2200,40,41,47
10279;NM_170391.3,2200,40,41,47
1028;NM_167027.4,2200,10,11,6
10280;NM_170394.3,2200,40,41,47
10281;NM_170397.3,2200,40,41,47
10282;NM_170393.3,2200,40,41,47
10283;NM_170395.3,2200,40,41,47
10284;NM_001170297.1,2200,41,39,48
10285;NM_143415.3,2200,41,39,48
10286;NM_170392.2,2200,41,39,48
10287;NM_170396.2,2200,41,39,48
10288;NM_143417.3,2200,604,593,530
10289;NM_170398.2,2200,566,568,505
1029;NM_001038742.3,2200,10,10,5
10290;NM_001276126.1,2200,473,460,426
10291;NM_079822.3,2200,299,303,275
10292;NM_001038986.3,2200,444,425,414
10293;NM_001038987.2,2200,475,469,451
10294;NM_001276128.1,2200,148,111,143
10295;NM_001276129.1,2200,148,111,143
10296;NM_143420.3,2200,148,111,143
10297;NM_143421.3,2200,913,744,792
10298;NM_170399.2,2200,913,744,792
10299;NM_143422.3,2200,178,153,191
103;NM_001272139.1,2200,222,194,198
1030;NM_080338.5,2200,10,10,5
10300;NM_143424.3,2200,0,2,0
10301;NM_143789.3,2200,62,47,46
10302;NR_037768.1,2200,0,1,1
10303;NR_037769.1,2200,0,1,1
10304;NR_037770.1,2200,0,1,1
10305;NR_048508.1,2200,3,6,4
10306;NA,2200,3,6,4
10307;NA,2200,3,6,4
10308;NR_048510.1,2200,6,9,4
10309;NA,2200,6,9,4
1031;NM_001144685.2,2200,147,167,126
10310;NA,2200,6,9,4
10311;NM_001202379.2,2200,66,77,53
10312;NM_170401.3,2200,66,77,53
10313;NM_143743.3,2200,83,94,74
10314;NM_143428.4,2200,1247,1124,1078
10315;NM_143430.4,2200,11,10,14
10316;NM_170403.3,2200,11,10,14
10317;NM_001276132.1,2200,11,10,14
10318;NM_001300652.1,2200,7,3,3
10319;NM_001300653.1,2200,7,3,3
1032;NM_001042796.3,2200,147,167,126
10320;NM_001300654.1,2200,3,1,0
10321;NM_143434.5,2200,17,36,16
10322;NM_170409.3,2200,37,29,25
10323;NM_206579.3,2200,37,29,25
10324;NM_057468.3,2200,73,69,62
10325;NM_001202380.2,2200,18,17,12
10326;NM_001202381.2,2200,18,8,9
10327;NM_143436.3,2200,18,8,9
10328;NM_143438.3,2200,32,31,40
10329;NM_001276140.1,2200,25,39,69
1033;NM_001144686.2,2200,147,167,126
10330;NM_143439.3,2200,25,39,69
10331;NM_170412.2,2200,35,17,25
10332;NM_001300655.1,2200,0,0,0
10333;NM_143441.2,2200,0,0,0
10334;NR_048512.1,2200,0,0,0
10335;NM_057976.3,2200,12,8,2
10336;NM_001260427.2,2200,47,39,40
10337;NM_170416.3,2200,47,39,40
10338;NM_170419.3,2200,47,39,40
10339;NM_143444.4,2200,47,39,40
1034;NM_001144687.2,2200,147,167,126
10340;NM_170418.3,2200,99,79,89
10341;NM_170417.3,2200,104,83,92
10342;NM_001260428.1,2200,0,0,0
10343;NM_143446.3,2200,45,38,49
10344;NM_001276144.1,2200,2,3,2
10345;NM_143447.2,2200,2,3,2
10346;NM_143449.2,2200,0,0,0
10347;NM_001276147.1,2200,0,0,0
10348;NM_001300657.1,2200,2,0,2
10349;NM_143450.3,2200,2,0,2
1035;NM_001297948.1,2200,147,167,126
10350;NM_143451.2,2200,3,1,4
10351;NM_143452.3,2200,80,88,74
10352;NM_057740.4,2200,252,240,279
10353;NM_079825.2,2200,12,12,10
10354;NM_143455.2,2200,3,0,2
10355;NM_143457.2,2200,68,155,77
10356;NR_133479.1,2200,42,35,30
10357;NM_001104503.3,2200,72,45,48
10358;NM_058012.4,2200,96,63,62
10359;NM_001300659.1,2200,309,233,225
1036;NM_001297949.1,2200,147,167,126
10360;NM_144459.3,2200,309,233,225
10361;NM_001300660.1,2200,273,200,202
10362;NM_001300661.1,2200,273,200,202
10363;NM_143459.3,2200,273,200,202
10364;NM_143461.4,2200,245,215,223
10365;NM_001276150.1,2200,109,113,115
10366;NM_001260431.2,2200,36,33,29
10367;NM_001276152.1,2200,36,33,29
10368;NM_170422.3,2200,36,33,29
10369;NM_001260432.2,2200,28,16,21
1037;NM_001297950.1,2200,147,167,126
10370;NM_001276151.1,2200,28,16,21
10371;NM_143462.4,2200,28,16,21
10372;NM_143464.4,2200,47,35,42
10373;NM_143465.2,2200,2123,1873,1855
10374;NM_001276153.1,2200,2123,1873,1855
10375;NM_001032408.3,2200,1,0,1
10376;NM_001032407.3,2200,11,12,16
10377;NM_001300662.1,2200,11,12,16
10378;NM_001032406.2,2200,24,24,15
10379;NM_001032405.4,2200,66,59,46
1038;NM_131977.2,2200,29,30,30
10380;NM_143468.2,2200,643,673,704
10381;NM_079827.3,2200,80,62,72
10382;NM_143471.3,2200,505,472,436
10383;NM_170430.3,2200,19,30,25
10384;NM_001300664.1,2200,27,39,28
10385;NM_143476.3,2200,68,75,53
10386;NM_206583.2,2200,68,75,53
10387;NM_143478.3,2200,30,18,36
10388;NM_001170300.2,2200,15,8,22
10389;NM_001300665.1,2200,15,8,22
1039;NM_131978.3,2200,65,73,76
10390;NM_170435.2,2200,8,10,14
10391;NM_001202382.1,2200,8,10,14
10392;NM_001300668.1,2200,112,117,110
10393;NM_001260433.3,2200,253,254,221
10394;NM_001300667.1,2200,253,253,220
10395;NM_143483.3,2200,253,253,220
10396;NR_003914.1,2200,506,435,430
10397;NR_002504.1,2200,1961,1618,1659
10398;NM_001043308.3,2200,134,111,102
10399;NM_001043307.3,2200,134,111,102
104;NM_001272140.1,2200,10,12,21
1040;NM_167028.3,2200,65,73,76
10400;NM_143485.3,2200,134,111,102
10401;NM_170448.2,2200,38,43,31
10402;NM_170449.3,2200,38,43,31
10403;NM_170447.2,2200,38,43,31
10404;NM_206585.2,2200,38,43,31
10405;NM_001276157.1,2200,22,15,24
10406;NM_001276158.1,2200,22,15,24
10407;NM_206586.2,2200,22,15,24
10408;NM_001276159.1,2200,9,8,5
10409;NM_001144653.3,2200,44,49,50
1041;NM_131981.3,2200,0,0,1
10410;NM_170450.2,2200,44,49,50
10411;NM_170451.3,2200,337,294,256
10412;NM_001300669.1,2200,337,294,256
10413;NM_001276162.1,2200,13,20,20
10414;NM_143492.4,2200,13,20,20
10415;NM_001043309.3,2200,106,80,100
10416;NM_143494.4,2200,106,80,100
10417;NM_206587.2,2200,151,136,115
10418;NM_143496.4,2200,151,136,115
10419;NM_143497.3,2200,1,2,2
1042;NM_001201616.2,2200,0,0,1
10420;NM_143499.3,2200,222,181,199
10421;NM_143501.4,2200,67,58,54
10422;NM_170454.3,2200,67,58,54
10423;NM_176584.2,2200,67,58,54
10424;NM_001104506.2,2200,86,66,80
10425;NM_143502.4,2200,73,57,59
10426;NM_170455.3,2200,73,57,59
10427;NM_079833.2,2200,178,193,174
10428;NM_001276165.1,2200,176,186,172
10429;NM_170459.3,2200,123,124,117
1043;NM_001297951.1,2200,0,0,1
10430;NM_001144654.3,2200,123,124,117
10431;NM_001276168.1,2200,123,124,117
10432;NM_170457.3,2200,123,124,117
10433;NR_133482.1,2200,28,25,21
10434;NM_001170302.1,2200,7,9,9
10435;NM_001276169.1,2200,7,9,9
10436;NM_170458.2,2200,7,9,9
10437;NM_079840.3,2200,70,64,63
10438;NM_001316522.1,2200,70,64,63
10439;NM_001316561.1,2200,70,64,63
1044;NM_078490.4,2200,110,85,79
10440;NM_079841.3,2200,66,46,54
10441;NM_079842.3,2200,14,7,9
10442;NM_170462.3,2200,856,786,759
10443;NM_143509.4,2200,877,794,772
10444;NR_074066.2,2200,184,176,142
10445;NR_074067.1,2200,184,176,142
10446;NM_143511.3,2200,12,20,25
10447;NM_001276170.1,2200,31,39,45
10448;NM_143512.2,2200,87,84,86
10449;NM_001104507.3,2200,62,51,64
1045;NM_001297953.1,2200,36,40,42
10450;NM_143513.3,2200,62,51,64
10451;NM_170464.3,2200,62,51,64
10452;NM_001144657.3,2200,194,190,179
10453;NM_079845.4,2200,194,190,179
10454;NM_001300670.1,2200,1,8,1
10455;NM_001276171.1,2200,142,145,138
10456;NR_133483.1,2200,46,36,50
10457;NR_133484.1,2200,1497,1401,1301
10458;NM_143516.4,2200,6,11,7
10459;NM_001316558.1,2200,6,11,7
1046;NM_078491.3,2200,11,13,17
10460;NM_001300674.1,2200,107,134,126
10461;NM_143520.2,2200,107,134,126
10462;NM_170475.2,2200,107,134,126
10463;NM_143521.2,2200,31,27,22
10464;NM_079848.3,2200,1314,1137,1200
10465;NM_001300676.1,2200,1314,1137,1200
10466;NM_079849.4,2200,121,89,100
10467;NA,2200,50,24,24
10468;NM_079850.4,2200,60,26,26
10469;NA,2200,67,29,27
1047;NM_001297954.1,2200,1,0,1
10470;NM_079852.3,2200,42,24,20
10471;NM_001260435.1,2200,0,0,1
10472;NM_001104509.3,2200,0,0,1
10473;NM_143528.3,2200,1,0,1
10474;NM_001300678.1,2200,1,0,1
10475;NM_143529.3,2200,1,0,0
10476;NM_079853.4,2200,32,29,36
10477;NM_176591.3,2200,32,29,36
10478;NM_001276174.1,2200,32,29,36
10479;NM_170478.3,2200,3,1,3
1048;NM_131985.3,2200,1,0,1
10480;NM_080063.4,2200,2527,2063,2138
10481;NM_170483.1,2200,1331,1110,1134
10482;NM_001276176.1,2200,927,795,824
10483;NM_001276177.1,2200,927,795,824
10484;NM_170484.1,2200,1245,1065,1094
10485;NR_125295.1,2200,0,0,0
10486;NM_079854.2,2200,252,244,240
10487;NM_143534.3,2200,78,88,71
10488;NM_143535.3,2200,0,1,0
10489;NM_001276180.1,2200,79,70,85
1049;NM_131987.4,2200,15,10,2
10490;NM_170488.2,2200,63,61,69
10491;NM_143540.2,2200,95,79,84
10492;NM_170489.2,2200,95,79,84
10493;NM_170490.2,2200,95,79,84
10494;NM_170491.2,2200,95,79,84
10495;NM_170492.2,2200,263,235,246
10496;NM_170493.3,2200,5,2,6
10497;NM_143543.3,2200,0,0,0
10498;NM_143544.3,2200,0,0,0
10499;NM_001043311.2,2200,1,2,1
105;NM_143677.4,2200,73,68,65
1050;NM_001297955.1,2200,43,52,38
10500;NM_001300686.1,2200,1,2,1
10501;NM_143547.3,2200,1,2,1
10502;NR_048513.1,2200,1,3,0
10503;NA,2200,1,3,0
10504;NM_001260441.1,2200,1,2,0
10505;NM_001038988.5,2200,1,2,0
10506;NM_001276181.1,2200,1,2,0
10507;NM_143549.3,2200,1,0,0
10508;NR_125298.1,2200,17,33,21
10509;NR_125299.1,2200,37,47,33
1051;NM_078493.4,2200,43,52,38
10510;NM_001104512.4,2200,78,70,77
10511;NM_001170305.3,2200,78,70,77
10512;NM_001202391.2,2200,78,70,77
10513;NM_001260442.2,2200,78,70,77
10514;NM_001382033.1,2200,78,70,77
10515;NM_170504.4,2200,78,70,77
10516;NM_001260443.2,2200,470,390,398
10517;NM_170503.4,2200,470,390,398
10518;NM_170505.4,2200,470,390,398
10519;NM_001276182.1,2200,1538,1281,1411
1052;NM_131989.4,2200,52,30,51
10520;NM_001276183.1,2200,1538,1281,1411
10521;NM_001170304.3,2200,48,53,53
10522;NM_170506.3,2200,63,54,96
10523;NM_001202390.1,2200,63,54,96
10524;NM_001260444.2,2200,63,54,96
10525;NM_001170306.2,2200,89,73,109
10526;NM_057683.5,2200,108,87,77
10527;NM_057684.4,2200,19,15,20
10528;NM_143553.2,2200,4931,4050,4447
10529;NM_001276184.1,2200,3744,3081,3352
1053;NM_001258602.1,2200,86,58,71
10530;NM_001276185.1,2200,3744,3081,3352
10531;NM_001276189.1,2200,183,154,170
10532;NM_170512.1,2200,183,154,170
10533;NM_170513.2,2200,66,63,58
10534;NM_143557.2,2200,0,0,0
10535;NM_001276190.1,2200,0,1,0
10536;NM_170514.3,2200,0,1,0
10537;NR_125300.1,2200,0,0,0
10538;NR_125301.1,2200,0,0,1
10539;NR_133487.1,2200,0,0,0
1054;NM_080002.4,2200,116,87,105
10540;NM_001104513.3,2200,0,0,0
10541;NM_001104514.2,2200,0,0,0
10542;NM_001260445.1,2200,0,0,0
10543;NR_125302.1,2200,0,1,0
10544;NM_143561.3,2200,0,1,0
10545;NR_133490.1,2200,0,0,0
10546;NR_133489.1,2200,0,0,0
10547;NR_133488.1,2200,0,0,0
10548;NR_133491.1,2200,0,0,1
10549;NM_143563.3,2200,1,0,1
1055;NM_167031.3,2200,14,19,33
10550;NM_001276193.1,2200,1,0,1
10551;NM_143565.3,2200,0,0,0
10552;NM_001300688.1,2200,0,0,0
10553;NM_057502.5,2200,10,8,7
10554;NM_170522.4,2200,10,8,7
10555;NM_170523.3,2200,4,6,3
10556;NM_143568.3,2200,161,155,133
10557;NM_001276195.1,2200,217,209,221
10558;NM_170526.3,2200,217,209,221
10559;NM_001276200.1,2200,217,209,221
1056;NM_001272322.1,2200,14,19,33
10560;NM_001276196.1,2200,106,135,123
10561;NM_001276197.1,2200,106,135,123
10562;NM_170528.3,2200,106,135,123
10563;NM_001276198.1,2200,162,148,136
10564;NM_143570.4,2200,162,148,136
10565;NM_170527.3,2200,162,148,136
10566;NM_001276199.1,2200,216,207,223
10567;NM_001276201.1,2200,274,240,251
10568;NM_143571.4,2200,274,240,251
10569;NM_079857.4,2200,0,0,0
1057;NM_001297960.1,2200,14,19,33
10570;NM_143572.3,2200,832,635,756
10571;NM_079859.4,2200,20,9,11
10572;NM_001144658.2,2200,0,0,1
10573;NM_170531.4,2200,0,0,1
10574;NM_206591.2,2200,0,0,1
10575;NR_074069.1,2200,0,4,0
10576;NM_143579.3,2200,0,0,0
10577;NR_133493.1,2200,1,1,3
10578;NM_001032042.2,2200,1,0,0
10579;NM_001260448.2,2200,8,7,7
1058;NM_167029.3,2200,14,19,33
10580;NM_001260449.2,2200,8,7,7
10581;NM_079861.4,2200,8,7,7
10582;NM_079862.3,2200,22,26,19
10583;NM_170534.2,2200,52,51,39
10584;NM_143582.2,2200,0,0,6
10585;NM_143587.3,2200,5,9,1
10586;NR_133495.1,2200,43,37,35
10587;NR_048521.1,2200,2,7,3
10588;NR_048522.1,2200,2,7,3
10589;NM_079864.4,2200,29,29,40
1059;NM_001272323.2,2200,14,19,33
10590;NM_079865.4,2200,0,1,0
10591;NM_143592.2,2200,7,1,1
10592;NM_143593.4,2200,10,10,3
10593;NM_143596.3,2200,1854,1742,1687
10594;NM_001260457.2,2200,1854,1742,1687
10595;NM_001260456.2,2200,1854,1742,1687
10596;NM_170545.3,2200,6,5,3
10597;NM_079867.3,2200,130,111,101
10598;NM_001276209.1,2200,96,76,72
10599;NM_143601.3,2200,96,76,72
106;NM_166789.2,2200,56,54,53
1060;NM_001297958.1,2200,14,19,33
10600;NM_001104517.1,2200,92,68,71
10601;NM_001300691.1,2200,1,2,0
10602;NM_001300692.1,2200,1,2,0
10603;NM_144019.2,2200,1,2,0
10604;NM_001104518.3,2200,0,0,0
10605;NM_143603.2,2200,1,0,0
10606;NM_001382071.1,2200,6,5,8
10607;NM_001382072.1,2200,6,5,8
10608;NM_001382073.1,2200,6,5,8
10609;NM_001382074.1,2200,6,5,8
1061;NM_001272324.2,2200,14,19,33
10610;NR_133497.1,2200,2,6,3
10611;NM_170547.3,2200,116,98,124
10612;NM_001276211.1,2200,19,20,21
