,width,SRR999253,SRR999254,SRR999255
15173;NM_165507.2,2200,4,0,5
15174;NM_001273831.1,2200,2,4,4
15175;NR_124447.1,2200,1,2,1
15176;NM_080066.3,2200,0,1,3
15177;NR_073850.1,2200,14,6,16
15178;NM_165508.2,2200,5,3,3
15179;NM_165509.2,2200,1,6,2
1518;NM_001272419.2,2200,4,4,7
15180;NM_136418.3,2200,0,1,5
15181;NM_176099.2,2200,3,10,3
15182;NM_165511.3,2200,4,1,2
15183;NM_136419.3,2200,3,4,3
15184;NM_165512.2,2200,1,3,1
15185;NM_136420.4,2200,14,14,13
15186;NR_124448.1,2200,0,1,1
15187;NM_001299227.1,2200,27,19,23
15188;NM_001273833.1,2200,24,17,21
15189;NM_078924.5,2200,24,17,21
1519;NM_001298094.1,2200,85,73,91
15190;NM_001273834.1,2200,1,0,2
15191;NM_136423.2,2200,1,0,2
15192;NM_136424.3,2200,2,1,1
15193;NM_001299228.1,2200,2,1,1
15194;NR_124449.1,2200,56,62,55
15195;NR_124450.1,2200,56,62,55
15196;NR_073851.1,2200,32,23,32
15197;NM_136425.3,2200,96,104,110
15198;NM_001273837.1,2200,90,99,103
15199;NR_073852.1,2200,58,41,37
152;NM_079892.3,2200,177,182,180
1520;NM_001272422.1,2200,92,87,93
15200;NM_001103737.2,2200,99,118,98
15201;NM_001103738.2,2200,29,28,27
15202;NM_001259253.2,2200,5,3,10
15203;NM_001259254.2,2200,4,3,9
15204;NM_057385.5,2200,6,6,10
15205;NM_136432.2,2200,7,6,5
15206;NM_001014501.3,2200,74,69,71
15207;NM_136433.3,2200,79,74,78
15208;NM_165523.3,2200,79,74,78
15209;NM_136436.3,2200,14,23,13
1521;NM_132269.3,2200,92,87,93
15210;NM_001273842.1,2200,14,23,13
15211;NR_124453.1,2200,4,3,3
15212;NM_136439.3,2200,75,52,66
15213;NR_073854.1,2200,62,40,57
15214;NR_073855.1,2200,62,40,57
15215;NM_165535.2,2200,67,63,55
15216;NM_165536.3,2200,67,63,55
15217;NM_057838.4,2200,67,63,55
15218;NM_136448.3,2200,17,25,19
15219;NM_136450.4,2200,368,339,315
1522;NM_001272421.1,2200,9,9,4
15220;NM_165540.3,2200,374,337,296
15221;NM_136451.1,2200,679,601,602
15222;NM_136453.3,2200,240,216,226
15223;NM_206051.4,2200,30,30,23
15224;NM_001273852.1,2200,202,145,135
15225;NM_136455.3,2200,202,145,135
15226;NM_001014502.2,2200,10,12,16
15227;NM_165543.2,2200,10,12,16
15228;NM_165544.2,2200,10,12,17
15229;NM_001103740.3,2200,11,9,7
1523;NM_001272420.1,2200,22,20,20
15230;NM_176101.3,2200,11,9,7
15231;NM_001259256.2,2200,11,9,7
15232;NM_176100.2,2200,11,9,7
15233;NM_001273853.1,2200,89,68,83
15234;NM_170613.3,2200,89,68,83
15235;NM_170614.3,2200,89,68,83
15236;NM_136458.3,2200,90,68,83
15237;NM_001259255.1,2200,90,68,83
15238;NM_001259257.1,2200,90,68,83
15239;NM_001259261.2,2200,21,18,24
1524;NM_132271.5,2200,71,77,65
15240;NM_001259258.2,2200,63,82,91
15241;NM_001259259.2,2200,63,82,91
15242;NM_001259260.1,2200,51,56,65
15243;NM_176102.3,2200,51,56,65
15244;NM_001273854.1,2200,138,138,135
15245;NM_136462.2,2200,847,684,731
15246;NM_001273855.1,2200,673,554,588
15247;NM_001273856.1,2200,124,93,84
15248;NM_165548.4,2200,104,87,73
15249;NM_001273857.1,2200,0,0,0
1525;NR_123838.2,2200,0,0,1
15250;NM_136464.2,2200,0,0,0
15251;NM_001273858.1,2200,2,3,2
15252;NM_136465.4,2200,2,3,2
15253;NM_136466.4,2200,31,14,28
15254;NM_136470.4,2200,95,74,92
15255;NM_165550.3,2200,109,104,88
15256;NM_165551.4,2200,111,105,88
15257;NM_001299232.1,2200,2,3,2
15258;NM_001299233.1,2200,2,3,2
15259;NM_136473.3,2200,2,3,2
1526;NM_080342.4,2200,13,12,12
15260;NM_001299234.1,2200,3,5,4
15261;NR_048056.1,2200,9,10,7
15262;NA,2200,9,10,8
15263;NM_136474.3,2200,20,8,8
15264;NM_136475.4,2200,17,15,14
15265;NR_124457.1,2200,42,24,26
15266;NR_124458.1,2200,42,24,26
15267;NM_080135.4,2200,127,101,91
15268;NM_001259263.2,2200,127,101,91
15269;NR_048058.1,2200,188,148,146
1527;NM_132274.3,2200,153,114,110
15270;NA,2200,195,153,148
15271;NM_136478.4,2200,534,458,491
15272;NM_001103744.2,2200,150,157,161
15273;NM_136479.3,2200,150,157,161
15274;NM_080142.3,2200,4534,4087,3990
15275;NM_001259264.2,2200,84,67,78
15276;NM_078928.4,2200,84,67,78
15277;NM_165559.2,2200,75,61,67
15278;NM_136482.2,2200,117,111,99
15279;NM_165561.2,2200,117,111,99
1528;NM_132276.3,2200,45,44,38
15280;NM_165562.2,2200,117,111,99
15281;NM_001299241.1,2200,117,111,99
15282;NM_001299240.1,2200,127,136,115
15283;NM_165560.2,2200,114,132,102
15284;NM_001299239.1,2200,114,132,102
15285;NM_078929.4,2200,292,212,264
15286;NM_165564.1,2200,63,46,47
15287;NM_165566.3,2200,7,6,5
15288;NM_136483.4,2200,7,4,0
15289;NM_206052.3,2200,7,4,0
1529;NR_047780.1,2200,0,0,0
15290;NM_001103745.3,2200,7,4,0
15291;NM_001103746.3,2200,7,4,0
15292;NM_001299242.1,2200,1,2,1
15293;NM_136485.4,2200,1,2,1
15294;NM_165571.2,2200,124,111,124
15295;NM_165570.3,2200,129,124,144
15296;NM_078931.4,2200,121,125,135
15297;NM_165569.2,2200,121,125,135
15298;NM_136488.4,2200,13,10,6
15299;NM_001259267.1,2200,1,2,2
153;NM_166824.3,2200,318,283,293
1530;NR_123839.1,2200,0,0,0
15300;NM_001259266.1,2200,5,5,3
15301;NM_058088.4,2200,55,70,58
15302;NM_165574.2,2200,107,85,81
15303;NM_001103752.1,2200,137,138,140
15304;NM_001103753.2,2200,79,91,83
15305;NM_136492.4,2200,79,68,70
15306;NM_165575.3,2200,29,25,26
15307;NM_001103755.3,2200,136,129,114
15308;NM_165576.4,2200,136,129,114
15309;NM_001299245.1,2200,15,12,16
1531;NM_001258653.1,2200,2,0,3
15310;NM_165579.2,2200,15,12,16
15311;NM_136495.3,2200,15,12,16
15312;NM_058096.4,2200,356,326,321
15313;NM_001169609.2,2200,293,250,261
15314;NM_165582.2,2200,84,54,57
15315;NM_165583.2,2200,84,51,58
15316;NM_136499.3,2200,68,59,61
15317;NM_057704.5,2200,5,8,9
15318;NM_057705.4,2200,58,51,63
15319;NR_048060.1,2200,308,272,265
1532;NM_001272431.1,2200,3,1,0
15320;NA,2200,266,251,217
15321;NR_124460.1,2200,0,0,1
15322;NM_001273864.2,2200,4,3,8
15323;NM_079956.3,2200,19,15,22
15324;NM_165584.2,2200,15,15,8
15325;NM_001169610.2,2200,75,70,93
15326;NM_001169612.2,2200,75,70,93
15327;NM_001259270.2,2200,75,70,93
15328;NM_001259271.2,2200,75,70,93
15329;NM_001273866.2,2200,75,70,93
1533;NM_132278.4,2200,10,9,13
15330;NM_001316409.1,2200,75,70,93
15331;NM_136504.5,2200,75,70,93
15332;NM_165586.5,2200,75,70,93
15333;NM_206056.5,2200,75,70,93
15334;NM_001169611.1,2200,49,55,64
15335;NM_001014503.2,2200,29,40,53
15336;NM_001273865.1,2200,29,40,53
15337;NM_078934.3,2200,46,49,41
15338;NM_079993.3,2200,81,69,70
15339;NM_001273869.1,2200,12,10,10
1534;NM_001272430.1,2200,10,9,13
15340;NM_079992.4,2200,12,10,10
15341;NM_136505.3,2200,0,3,1
15342;NM_136507.3,2200,42,43,69
15343;NM_136509.3,2200,203,168,136
15344;NM_001316410.1,2200,203,168,136
15345;NM_136511.3,2200,112,107,96
15346;NM_078935.3,2200,108,75,81
15347;NM_165589.3,2200,111,91,105
15348;NM_057554.4,2200,111,91,105
15349;NR_073858.1,2200,90,125,108
1535;NM_206663.3,2200,10,9,13
15350;NR_073859.1,2200,90,125,108
15351;NA,2200,15,32,30
15352;NM_001299259.1,2200,253,213,202
15353;NM_143713.3,2200,199,144,148
15354;NR_003785.1,2200,150,115,119
15355;NM_136518.4,2200,81,77,92
15356;NM_001273870.1,2200,185,193,145
15357;NM_057674.3,2200,185,193,145
15358;NM_001273871.2,2200,181,166,193
15359;NM_176104.3,2200,181,166,193
1536;NM_132280.5,2200,22,18,15
15360;NR_124462.1,2200,4,3,2
15361;NM_165597.2,2200,0,0,1
15362;NM_057716.4,2200,66,44,52
15363;NR_124465.1,2200,3,1,0
15364;NM_136522.2,2200,1,0,0
15365;NM_165598.3,2200,0,0,0
15366;NM_001299262.1,2200,0,0,0
15367;NM_136523.3,2200,0,0,0
15368;NR_124466.1,2200,0,0,0
15369;NR_048062.1,2200,0,1,0
1537;NM_001298097.1,2200,22,18,15
15370;NA,2200,0,1,0
15371;NR_124467.1,2200,0,0,0
15372;NR_124468.1,2200,0,0,2
15373;NR_124470.1,2200,1,0,0
15374;NM_001144145.4,2200,52,41,51
15375;NM_001201956.2,2200,52,41,51
15376;NM_001299264.1,2200,52,41,51
15377;NM_136528.2,2200,38,43,38
15378;NM_136532.3,2200,25,17,27
15379;NM_136533.2,2200,5,12,5
1538;NM_001103447.4,2200,142,111,131
15380;NM_136535.3,2200,29,30,22
15381;NM_001273874.1,2200,3,5,2
15382;NM_057273.4,2200,2,5,2
15383;NM_001273875.1,2200,1,1,1
15384;NM_057274.4,2200,1,1,1
15385;NM_001299267.1,2200,2,4,6
15386;NM_057769.4,2200,19,18,13
15387;NR_048064.1,2200,21,23,16
15388;NA,2200,22,23,16
15389;NA,2200,22,23,17
1539;NM_001042799.2,2200,142,111,131
15390;NM_080032.3,2200,378,331,320
15391;NM_057277.3,2200,1,5,3
15392;NM_136537.3,2200,1,0,1
15393;NM_001169617.2,2200,19,21,12
15394;NM_001299268.1,2200,19,21,12
15395;NM_136538.4,2200,19,21,12
15396;NM_206057.3,2200,408,389,368
15397;NM_165608.2,2200,408,389,368
15398;NM_136540.3,2200,1,0,0
15399;NA,2200,2,2,2
154;NM_143684.3,2200,318,283,293
1540;NM_001201635.1,2200,142,111,131
15400;NM_136546.3,2200,19,11,17
15401;NM_136549.3,2200,12,5,5
15402;NM_001259274.2,2200,33,34,32
15403;NM_165611.3,2200,82,100,91
15404;NM_001169618.2,2200,82,100,91
15405;NM_001273879.2,2200,149,110,154
15406;NM_001273880.2,2200,149,110,154
15407;NM_001259276.2,2200,149,110,154
15408;NM_001273878.1,2200,149,110,154
15409;NM_136553.5,2200,149,110,154
1541;NM_001103446.2,2200,248,189,228
15410;NM_001259275.2,2200,579,486,571
15411;NM_001169619.4,2200,579,486,571
15412;NM_001144148.4,2200,579,486,571
15413;NM_136554.3,2200,851,857,919
15414;NM_136556.3,2200,48,51,48
15415;NM_078937.4,2200,4,6,3
15416;NM_001014511.2,2200,29,30,36
15417;NM_001014512.2,2200,84,86,93
15418;NM_143777.3,2200,84,86,93
15419;NM_170615.2,2200,84,86,93
1542;NM_001258656.2,2200,172,176,224
15420;NM_001014510.2,2200,31,23,34
15421;NM_001014508.2,2200,32,34,46
15422;NM_001014509.2,2200,32,34,46
15423;NM_001273881.1,2200,166,187,172
15424;NM_170616.2,2200,170,186,171
15425;NM_001014507.2,2200,201,204,193
15426;NM_001273882.1,2200,132,112,113
15427;NM_165616.3,2200,132,112,113
15428;NA,2200,2210,2018,1988
15429;NM_165618.2,2200,1,0,2
1543;NM_001382089.1,2200,224,235,253
15430;NM_001299274.1,2200,1,0,2
15431;NM_136559.3,2200,279,236,231
15432;NM_136561.3,2200,0,0,0
15433;NM_001299277.1,2200,0,0,1
15434;NM_136563.2,2200,0,1,0
15435;NM_136565.2,2200,0,0,0
15436;NM_001299280.1,2200,0,0,0
15437;NM_136566.2,2200,2,1,2
15438;NM_001299281.1,2200,286,260,252
15439;NM_165622.2,2200,286,260,252
1544;NM_001201636.1,2200,224,235,253
15440;NR_048066.1,2200,278,257,249
15441;NM_001144149.2,2200,396,381,380
15442;NM_001299283.1,2200,396,381,380
15443;NM_165626.2,2200,396,381,380
15444;NM_165627.2,2200,396,381,380
15445;NM_001169620.1,2200,156,136,159
15446;NM_136567.3,2200,7,9,8
15447;NM_136568.3,2200,1,0,0
15448;NM_001043067.2,2200,11,16,14
15449;NM_001299284.1,2200,11,16,14
1545;NM_001298098.1,2200,224,235,253
15450;NM_176106.2,2200,11,16,14
15451;NM_165629.2,2200,17,17,10
15452;NM_001259277.1,2200,6,7,6
15453;NM_001259280.1,2200,6,7,6
15454;NM_057645.3,2200,6,7,6
15455;NM_001259278.2,2200,6,7,6
15456;NM_001259279.2,2200,6,7,6
15457;NM_001259281.2,2200,6,7,6
15458;NM_057643.4,2200,6,7,6
15459;NM_057644.4,2200,6,7,6
1546;NM_001298099.1,2200,224,235,253
15460;NM_057646.4,2200,6,7,6
15461;NM_001259282.2,2200,13,10,8
15462;NM_079951.3,2200,104,92,100
15463;NM_001299285.1,2200,289,303,316
15464;NM_001299286.1,2200,289,303,316
15465;NM_136570.4,2200,289,303,316
15466;NM_165630.3,2200,289,303,316
15467;NM_136572.3,2200,155,148,142
15468;NM_078938.3,2200,378,360,396
15469;NM_165632.2,2200,381,364,401
1547;NM_078537.3,2200,224,235,253
15470;NM_165631.2,2200,381,364,401
15471;NM_136577.2,2200,151,109,107
15472;NM_080076.3,2200,1117,836,869
15473;NM_136580.2,2200,32,29,37
15474;NM_136581.3,2200,167,192,158
15475;NM_001299290.1,2200,108,83,103
15476;NM_136583.4,2200,108,83,103
15477;NM_136584.2,2200,216,159,193
15478;NM_136586.2,2200,4,5,4
15479;NR_124477.1,2200,8,5,4
1548;NM_001272437.1,2200,224,235,253
15480;NR_124478.1,2200,1,0,0
15481;NM_001299291.1,2200,500,490,491
15482;NM_136589.3,2200,590,537,563
15483;NM_001169621.2,2200,648,568,619
15484;NM_057651.4,2200,648,568,619
15485;NM_057652.4,2200,648,568,619
15486;NM_136596.3,2200,0,0,0
15487;NM_001299297.1,2200,1,0,0
15488;NM_001169622.2,2200,10,10,11
15489;NM_057690.3,2200,10,10,11
1549;NM_001272438.1,2200,224,235,253
15490;NM_136602.5,2200,57,47,63
15491;NM_206059.3,2200,57,47,63
15492;NM_206060.3,2200,57,47,63
15493;NM_136603.3,2200,4,6,4
15494;NM_057579.5,2200,11,6,4
15495;NR_033156.2,2200,6,2,2
15496;NR_003786.1,2200,6,2,2
15497;NR_002540.2,2200,21,15,23
15498;NR_003787.1,2200,28,24,25
15499;NR_003788.1,2200,31,28,31
155;NM_166825.3,2200,318,283,293
1550;NR_047781.1,2200,180,184,181
15500;NR_003789.1,2200,35,32,40
15501;NR_003790.1,2200,45,38,49
15502;NR_002541.2,2200,90,97,115
15503;NM_136608.4,2200,133,122,144
15504;NM_001273890.2,2200,74,76,69
15505;NM_057829.4,2200,74,76,69
15506;NM_136610.4,2200,78,62,63
15507;NM_136612.4,2200,78,66,69
15508;NM_165644.3,2200,78,66,69
15509;NM_165646.2,2200,70,54,59
1551;NA,2200,189,196,185
15510;NM_165647.3,2200,70,54,59
15511;NM_165645.2,2200,70,54,59
15512;NM_001259286.2,2200,70,54,59
15513;NM_001299299.1,2200,70,54,59
15514;NM_001201959.2,2200,70,54,59
15515;NM_165650.3,2200,86,64,74
15516;NM_078940.3,2200,86,64,74
15517;NM_165649.2,2200,86,64,74
15518;NM_165652.3,2200,86,64,74
15519;NM_165648.3,2200,86,64,74
1552;NM_001201637.1,2200,548,538,559
15520;NM_165651.2,2200,86,64,74
15521;NM_001201958.2,2200,86,64,74
15522;NM_001201957.2,2200,86,64,74
15523;NM_001201960.1,2200,138,147,145
15524;NM_136613.3,2200,144,154,151
15525;NM_001201963.2,2200,114,115,106
15526;NM_001299300.1,2200,114,115,106
15527;NM_136615.4,2200,114,115,106
15528;NM_165653.3,2200,114,115,106
15529;NM_001299301.1,2200,135,124,118
1553;NM_132287.3,2200,548,538,559
15530;NM_001299304.1,2200,414,335,346
15531;NM_136617.2,2200,414,335,346
15532;NM_001299302.1,2200,616,509,528
15533;NM_001299303.1,2200,616,509,528
15534;NM_001299306.1,2200,591,500,524
15535;NM_001299305.1,2200,390,325,355
15536;NM_136619.3,2200,738,631,635
15537;NM_165655.3,2200,264,269,245
15538;NM_165656.3,2200,305,283,290
15539;NR_124479.1,2200,135,117,122
1554;NM_001298100.1,2200,548,538,559
15540;NM_136622.3,2200,19,13,13
15541;NR_124480.1,2200,8,3,6
15542;NM_057798.3,2200,0,0,0
15543;NM_165665.2,2200,97,73,75
15544;NM_136626.5,2200,97,73,75
15545;NR_124481.1,2200,1,0,0
15546;NR_124482.1,2200,1,0,0
15547;NM_136628.3,2200,30,31,26
15548;NM_080089.3,2200,658,585,640
15549;NM_136629.3,2200,260,177,205
1555;NM_001169241.1,2200,12,19,18
15550;NM_001259290.2,2200,0,0,1
15551;NM_165668.3,2200,0,0,1
15552;NR_124483.1,2200,77,73,86
15553;NM_136632.5,2200,138,123,128
15554;NM_165673.3,2200,138,123,128
15555;NM_136634.4,2200,118,94,88
15556;NM_001259293.2,2200,118,94,88
15557;NM_001273891.1,2200,145,142,149
15558;NM_001103768.3,2200,17,11,15
15559;NM_078942.4,2200,62,80,72
1556;NM_001169240.2,2200,17,13,18
15560;NM_001273894.1,2200,12,16,20
15561;NM_136638.4,2200,12,16,20
15562;NM_176116.3,2200,751,601,631
15563;NM_001299319.1,2200,27,26,27
15564;NM_080252.4,2200,27,26,27
15565;NM_001273895.1,2200,93,70,82
15566;NM_136643.4,2200,93,70,82
15567;NM_057867.4,2200,396,415,391
15568;NM_001259295.2,2200,396,415,391
15569;NM_001103770.2,2200,396,415,391
1557;NM_001201638.2,2200,17,13,18
15570;NM_001273896.1,2200,396,415,391
15571;NM_001144152.2,2200,17,21,13
15572;NM_001144153.2,2200,17,21,13
15573;NM_001169627.2,2200,17,21,13
15574;NM_001299321.1,2200,17,21,13
15575;NM_001144154.2,2200,7,3,8
15576;NM_136647.5,2200,7,3,8
15577;NM_001299320.1,2200,3,6,4
15578;NM_001299322.1,2200,0,0,0
15579;NM_057462.5,2200,0,0,0
1558;NR_123840.1,2200,1,1,4
15580;NM_001259300.2,2200,29,31,30
15581;NM_001259301.2,2200,29,31,30
15582;NM_206063.3,2200,29,31,30
15583;NM_001103771.4,2200,29,31,30
15584;NM_165677.4,2200,29,31,30
15585;NM_001259299.3,2200,29,31,30
15586;NM_001273897.2,2200,29,31,30
15587;NM_001043070.1,2200,297,271,265
15588;NM_001259298.2,2200,91,73,94
15589;NR_073861.2,2200,9,5,7
1559;NM_132293.3,2200,31,29,27
15590;NR_073860.2,2200,9,5,7
15591;NR_048069.1,2200,10,14,16
15592;NA,2200,10,14,16
15593;NA,2200,10,15,16
15594;NM_078943.1,2200,17,18,14
15595;NM_136652.3,2200,33,45,32
15596;NM_165680.2,2200,353,314,327
15597;NR_133109.1,2200,240,239,248
15598;NM_136655.4,2200,244,250,269
15599;NM_165679.3,2200,244,250,269
156;NM_143682.4,2200,50,57,42
1560;NM_001169242.2,2200,57,49,36
15600;NM_136657.3,2200,39,54,40
15601;NM_165682.2,2200,240,215,217
15602;NM_136659.3,2200,237,213,216
15603;NM_165683.2,2200,237,213,216
15604;NM_136660.3,2200,1206,1088,989
15605;NM_057604.5,2200,78,70,61
15606;NM_165685.4,2200,60,54,58
15607;NM_136663.4,2200,60,54,58
15608;NM_165689.3,2200,24,15,15
15609;NM_136665.5,2200,401,339,403
1561;NM_001258657.2,2200,57,49,36
15610;NM_165690.4,2200,160,160,170
15611;NR_073862.2,2200,125,105,127
15612;NR_048071.1,2200,14,6,13
15613;NA,2200,14,6,13
15614;NA,2200,14,6,12
15615;NA,2200,24,19,16
15616;NM_001169629.1,2200,27,10,25
15617;NM_136668.4,2200,159,108,125
15618;NM_136669.4,2200,62,50,42
15619;NM_057600.6,2200,6,5,6
1562;NM_132294.3,2200,90,71,57
15620;NM_001032228.1,2200,1,0,0
15621;NM_057547.5,2200,498,459,430
15622;NM_165694.3,2200,498,459,430
15623;NM_165695.2,2200,498,459,430
15624;NR_124489.1,2200,3133,2911,2965
15625;NR_073864.1,2200,12,17,10
15626;NR_073865.1,2200,12,17,10
15627;NR_073867.1,2200,2,1,0
15628;NR_073866.1,2200,2,1,0
15629;NM_001273906.1,2200,26,25,17
1563;NM_001169243.3,2200,90,72,57
15630;NM_136673.3,2200,26,25,17
15631;NM_001169631.1,2200,87,74,106
15632;NM_144376.2,2200,45,55,58
15633;NM_001038848.2,2200,243,257,263
15634;NM_136677.3,2200,31,19,16
15635;NM_136679.5,2200,46,37,18
15636;NM_136681.5,2200,391,359,318
15637;NM_001299327.1,2200,212,177,169
15638;NM_136682.3,2200,436,334,352
15639;NR_124490.1,2200,235,221,190
1564;NM_167174.4,2200,45,47,40
15640;NM_001273907.2,2200,9,9,10
15641;NM_165715.2,2200,31,23,30
15642;NM_136684.3,2200,219,173,218
15643;NM_001363929.1,2200,219,173,218
15644;NR_124491.1,2200,27,29,28
15645;NR_124492.1,2200,27,29,28
15646;NM_136685.3,2200,0,1,2
15647;NM_136686.5,2200,7,9,8
15648;NM_165717.3,2200,7,12,9
15649;NR_124493.1,2200,297,232,260
1565;NM_167175.3,2200,61,57,60
15650;NM_136688.2,2200,174,153,163
15651;NM_001273911.2,2200,174,153,163
15652;NM_165718.3,2200,70,73,80
15653;NM_001169634.2,2200,54,55,73
15654;NM_165719.3,2200,54,55,73
15655;NM_001169635.2,2200,54,55,73
15656;NM_136689.3,2200,54,55,73
15657;NM_078945.4,2200,1,1,3
15658;NM_001259302.1,2200,79,62,62
15659;NM_136692.1,2200,79,62,62
1566;NM_132295.2,2200,63,70,78
15660;NM_136693.3,2200,133,128,144
15661;NM_001299330.1,2200,198,154,181
15662;NM_001144158.3,2200,198,154,181
15663;NM_136696.2,2200,0,0,0
15664;NM_136697.3,2200,26,19,26
15665;NM_001299331.1,2200,74,71,67
15666;NM_001382018.1,2200,467,411,418
15667;NM_136698.3,2200,467,411,418
15668;NM_001382019.1,2200,421,363,379
15669;NR_167846.1,2200,16,17,21
1567;NM_132296.3,2200,56,64,66
15670;NM_078946.4,2200,1,0,0
15671;NM_058021.4,2200,192,171,188
15672;NM_001103780.2,2200,193,174,190
15673;NM_001103779.2,2200,219,192,200
15674;NM_001299332.1,2200,219,192,200
15675;NM_136699.4,2200,118,142,124
15676;NM_206068.2,2200,118,142,124
15677;NM_136701.3,2200,105,120,90
15678;NR_124496.1,2200,51,41,44
15679;NM_001299339.1,2200,122,107,75
1568;NR_047785.1,2200,123,88,100
15680;NM_001299340.1,2200,122,107,75
15681;NM_144140.3,2200,537,487,423
15682;NM_176118.3,2200,537,487,423
15683;NM_001299341.1,2200,876,815,709
15684;NM_001103784.2,2200,116,103,94
15685;NM_165730.2,2200,116,103,94
15686;NM_165732.2,2200,116,103,94
15687;NM_136704.3,2200,24,21,28
15688;NM_078949.4,2200,28,27,21
15689;NM_001201970.2,2200,47,44,30
1569;NA,2200,124,91,101
15690;NM_136706.3,2200,75,67,69
15691;NM_165735.4,2200,12,9,11
15692;NM_206069.3,2200,12,9,11
15693;NM_001259304.2,2200,148,107,118
15694;NM_136709.3,2200,142,134,125
15695;NM_165737.2,2200,142,134,125
15696;NM_165738.2,2200,142,134,125
15697;NM_165739.2,2200,2060,2158,2176
15698;NM_001273915.2,2200,1547,1620,1646
15699;NM_057238.5,2200,1547,1620,1646
157;NM_001014703.3,2200,46,52,55
1570;NA,2200,141,106,114
15700;NM_165744.3,2200,571,518,542
15701;NM_165740.3,2200,571,518,542
15702;NM_165742.2,2200,571,518,542
15703;NM_206070.2,2200,571,518,542
15704;NM_001014516.2,2200,621,609,599
15705;NM_001014515.2,2200,621,609,599
15706;NM_165741.3,2200,621,609,599
15707;NM_057537.4,2200,621,609,599
15708;NM_165743.3,2200,621,609,599
15709;NM_165745.3,2200,621,609,599
1571;NM_132298.5,2200,134,119,111
15710;NM_001273916.1,2200,55,73,51
15711;NM_001273917.1,2200,385,413,399
15712;NM_001259305.1,2200,7327,6931,7215
15713;NM_001273918.1,2200,7327,6931,7215
15714;NM_078952.3,2200,7327,6931,7215
15715;NM_165747.4,2200,2258,2112,2268
15716;NM_165746.3,2200,2258,2112,2268
15717;NM_001259306.2,2200,919,858,841
15718;NM_136711.4,2200,919,858,841
15719;NM_001347799.1,2200,94,61,69
1572;NM_167178.5,2200,56,56,57
15720;NM_136712.4,2200,94,61,69
15721;NM_001347798.1,2200,526,488,484
15722;NM_165750.4,2200,526,488,484
15723;NM_001347800.1,2200,937,877,876
15724;NM_165748.3,2200,937,877,876
15725;NM_001299342.1,2200,192,198,163
15726;NM_136714.3,2200,998,952,933
15727;NM_206072.2,2200,169,185,165
15728;NM_206071.2,2200,0,0,0
15729;NM_136715.4,2200,2,3,1
1573;NM_176718.4,2200,56,56,57
15730;NR_124499.1,2200,62,72,65
15731;NR_124500.1,2200,75,84,77
15732;NM_001299345.1,2200,3,4,3
15733;NM_001273926.1,2200,1,0,3
15734;NM_001273927.2,2200,1,0,3
15735;NM_078955.3,2200,47,36,44
15736;NM_001299346.1,2200,38,30,28
15737;NM_001299347.1,2200,38,30,28
15738;NM_136722.3,2200,38,30,28
15739;NM_136723.3,2200,6,11,9
1574;NM_001103448.3,2200,54,53,53
15740;NM_001299348.1,2200,6,11,9
15741;NM_001144163.2,2200,40,50,44
15742;NM_001299350.1,2200,40,50,44
15743;NM_001299351.1,2200,40,50,44
15744;NM_001299352.1,2200,40,50,44
15745;NM_001299353.1,2200,40,50,44
15746;NM_136724.2,2200,40,50,44
15747;NM_001273928.1,2200,1,1,2
15748;NM_001273929.1,2200,2,2,1
15749;NM_136725.5,2200,11,17,9
1575;NM_132299.6,2200,54,53,53
15750;NM_136726.3,2200,115,106,81
15751;NM_001259309.2,2200,4,7,4
15752;NM_001144164.2,2200,4,7,4
15753;NM_001144168.2,2200,4,7,4
15754;NM_136728.4,2200,4,7,4
15755;NM_206073.3,2200,4,7,4
15756;NM_165759.3,2200,13,19,14
15757;NM_001144169.2,2200,71,79,72
15758;NM_001144165.2,2200,71,79,72
15759;NM_001144166.3,2200,71,79,72
1576;NM_176717.4,2200,54,53,53
15760;NM_001259310.2,2200,71,79,72
15761;NM_001259312.2,2200,71,79,72
15762;NM_001273931.1,2200,71,79,72
15763;NM_001382042.1,2200,71,79,72
15764;NM_001382043.1,2200,71,79,72
15765;NM_001382045.1,2200,71,79,72
15766;NM_136727.4,2200,71,79,72
15767;NM_001273930.1,2200,189,231,209
15768;NM_001382044.1,2200,189,231,209
15769;NM_001259311.2,2200,27,19,21
1577;NM_206671.4,2200,54,53,53
15770;NM_001382041.1,2200,27,19,21
15771;NM_165757.3,2200,27,19,21
15772;NM_165758.2,2200,27,19,21
15773;NM_001169639.2,2200,11,14,15
15774;NM_165760.4,2200,11,14,15
15775;NM_165761.2,2200,26,41,36
15776;NM_165762.3,2200,24,29,31
15777;NM_001144167.1,2200,23,32,34
15778;NM_136729.4,2200,29,29,33
15779;NM_136731.2,2200,10,2,6
1578;NM_001272442.1,2200,54,53,53
15780;NM_206074.2,2200,10,2,6
15781;NM_001259319.3,2200,8,9,6
15782;NM_136733.5,2200,8,9,6
15783;NM_001259323.2,2200,14,13,8
15784;NM_078958.4,2200,9,9,7
15785;NM_078959.5,2200,44,16,21
15786;NM_206078.2,2200,16,9,13
15787;NM_001299358.1,2200,5,3,11
15788;NM_165769.1,2200,10,17,9
15789;NM_001316413.1,2200,62,44,32
1579;NM_001258661.2,2200,54,53,53
15790;NM_165770.3,2200,62,44,32
15791;NM_136741.3,2200,62,44,32
15792;NM_001038849.2,2200,62,44,32
